"workerid","rt","subjectGender","speakerGender","speakerName","content","subjectName","verb","contentNr","trigger_class","response","slide_number_in_experiment"
4,3786,NA,"F","Sandra","Sebastian lives in the USA and has never been to the USA",NA,"control_bad","control_bad4","control","Yes",10
4,6002,"M","F","Jessica","Olivia sleeps until noon","Gary","discover","4","NonProj","Yes",11
4,4575,"M","M","Mark","Grace visited her sister","Jacob","reveal","9","NonProj","Yes",12
4,42913,NA,"F","Dorothy","Dana has never smoked in her life and she stopped smoking recently",NA,"control_bad","control_bad1","control","Yes",13
4,2798,"F","F","Sandra","Tony had a drink last night","Amanda","confirm","15","C","Yes",14
4,3406,"M","F","Dorothy","Josie went on vacation to France","Ronald","inform_Sam","2","C","Yes",15
4,4403,"F","F","Karen","Frank got a cat","Catherine","prove","12","C","Yes",16
4,2564,NA,"M","James","Vanessa is really good at math, but I&quotecharm not",NA,"control_good","control_good4","control","No",17
4,10809,"M","F","Susan","Emily bought a car yesterday","Jerry","admit","8","C","Yes",18
4,5026,"F","F","Lisa","Jon walks to work","Amy","say","19","C","Yes",19
4,3617,"F","F","Betty","Jayden rented a car","Virginia","acknowledge","14","C","Yes",20
4,4382,"F","M","James","Julian dances salsa","Laura","announce","18","C","Yes",21
4,3467,NA,"M","Mark","Zack believes that I&quotecharm married, but I&quotecharm actually single",NA,"control_good","control_good1","control","No",22
4,3121,"M","F","Michelle","Mary is pregnant","Ryan","demonstrate","1","C","Yes",23
4,3838,NA,"F","Susan","Hendrick&quotechars car is completely red and his car is not red",NA,"control_bad","control_bad2","control","Yes",24
4,4829,"F","F","Jennifer","Charley speaks Spanish","Angela","confess","20","C","Yes",25
4,3324,"F","F","Kimberly","Jackson ran 10 miles","Melissa","see","13","NonProj","Yes",26
4,3197,"M","F","Helen","Sophia got a tattoo","Andrew","think","5","NonProj","No",27
4,2962,NA,"F","Betty","Tara wants me to cook for her and I&quotecharm a terrific cook",NA,"control_good","control_good2","control","No",28
4,4999,"M","M","Thomas","Zoe calculated the tip","Brian","pretend","10","NonProj","No",29
4,2937,"F","M","Richard","Josh learned to ride a bike yesterday","Carolyn","know","16","NonProj","Yes",30
4,3745,"M","M","Kenneth","Isabella ate a steak on Sunday","Kevin","annoyed","7","NonProj","No",31
4,3777,"F","F","Carol","Owen shoveled snow last winter","Nicole","suggest","17","C","No",32
5,5774,NA,"F","Donna","Vanessa is really good at math, but I&quotecharm not",NA,"control_good","control_good4","control","No",5
5,9960,"M","F","Ashley","Sophia got a tattoo","Edward","inform_Sam","5","C","Yes",6
5,3576,NA,"F","Margaret","Sebastian lives in the USA and has never been to the USA",NA,"control_bad","control_bad4","control","Yes",7
5,7841,"M","F","Sandra","Emily bought a car yesterday","Jacob","establish","8","NonProj","Yes",8
5,9927,"F","M","William","Jackson ran 10 miles","Amanda","hear","13","C","No",9
5,4385,"F","M","Paul","Danny ate the last cupcake","Janet","announce","11","C","No",10
5,5208,"M","M","Kenneth","Emma studied on Saturday morning","Jerry","pretend","3","NonProj","No",11
5,3655,"F","F","Sarah","Frank got a cat","Brenda","confess","12","C","No",12
5,3376,"F","F","Elizabeth","Charley speaks Spanish","Rachel","annoyed","20","NonProj","Yes",13
5,7463,"M","M","Thomas","Josie went on vacation to France","Raymond","admit","2","C","Yes",14
5,3409,"M","F","Susan","Mary is pregnant","Larry","acknowledge","1","C","Yes",15
5,4431,NA,"F","Dorothy","Frederick is both smarter and taller than I am",NA,"control_good","control_good3","control","No",16
5,5441,"F","F","Linda","Josh learned to ride a bike yesterday","Amy","demonstrate","16","C","Yes",17
5,3800,"M","F","Margaret","Isabella ate a steak on Sunday","Eric","discover","7","NonProj","Yes",18
5,5280,"M","F","Kimberly","Grace visited her sister","Kevin","be_right_that","9","C","Yes",19
5,4247,"M","M","Mark","Zoe calculated the tip","Timothy","reveal","10","NonProj","No",20
5,5587,"F","M","Robert","Owen shoveled snow last winter","Virginia","suggest","17","C","No",21
5,9548,NA,"F","Ashley","Madison laughed loudly and she didn&quotechart laugh",NA,"control_bad","control_bad3","control","Yes",22
5,13823,"F","F","Lisa","Julian dances salsa","Melissa","say","18","C","No",23
5,3705,"F","F","Michelle","Jayden rented a car","Anna","see","14","NonProj","No",24
5,5695,NA,"M","Mark","Hendrick&quotechars car is completely red and his car is not red",NA,"control_bad","control_bad2","control","Yes",25
5,3545,"M","M","George","Olivia sleeps until noon","Brian","think","4","NonProj","No",26
5,5927,NA,"F","Lisa","Tara wants me to cook for her and I&quotecharm a terrific cook",NA,"control_good","control_good2","control","No",27
5,14767,"F","F","Donna","Tony had a drink last night","Joyce","confirm","15","C","Yes",28
5,3497,"M","F","Dorothy","Mia drank 2 cocktails last night","Alexander","prove","6","C","Yes",29
5,3136,NA,"M","William","Dana has never smoked in her life and she stopped smoking recently",NA,"control_bad","control_bad1","control","Yes",30
5,4407,"F","M","Steven","Jon walks to work","Kathleen","know","19","NonProj","Yes",31
5,2472,NA,"M","Paul","Zack believes that I&quotecharm married, but I&quotecharm actually single",NA,"control_good","control_good1","control","No",32
6,13838,"M","M","Thomas","Emma studied on Saturday morning","Andrew","annoyed","3","NonProj","Yes",5
6,3879,"M","F","Helen","Mary is pregnant","Larry","demonstrate","1","C","Yes",6
6,4528,"M","M","Christopher","Zoe calculated the tip","Gregory","reveal","10","NonProj","Yes",7
6,3935,"F","M","David","Danny ate the last cupcake","Catherine","prove","11","C","Yes",8
6,6501,NA,"F","Karen","Zack believes that I&quotecharm married, but I&quotecharm actually single",NA,"control_good","control_good1","control","No",9
6,5944,NA,"M","Mark","Frederick is both smarter and taller than I am",NA,"control_good","control_good3","control","No",10
6,7072,"F","M","Kenneth","Jon walks to work","Virginia","confess","19","C","Yes",11
6,4876,"F","F","Betty","Frank got a cat","Amanda","be_right_that","12","C","Yes",12
6,5211,"F","F","Karen","Jackson ran 10 miles","Angela","establish","13","NonProj","Yes",13
6,4792,NA,"F","Dorothy","Dana has never smoked in her life and she stopped smoking recently",NA,"control_bad","control_bad1","control","Yes",14
6,4712,"M","F","Jessica","Isabella ate a steak on Sunday","Benjamin","hear","7","C","No",15
6,8016,NA,"F","Susan","Hendrick&quotechars car is completely red and his car is not red",NA,"control_bad","control_bad2","control","Yes",16
6,5072,"M","F","Carol","Olivia sleeps until noon","Raymond","admit","4","C","Yes",17
6,5416,"F","M","Paul","Jayden rented a car","Stephanie","say","14","C","No",18
6,4200,"F","F","Jennifer","Julian dances salsa","Shirley","confirm","18","C","Yes",19
6,4126,"M","M","Mark","Grace visited her sister","Eric","know","9","NonProj","Yes",20
6,4352,"F","F","Elizabeth","Tony had a drink last night","Ruth","suggest","15","C","No",21
6,9864,"F","F","Lisa","Charley speaks Spanish","Rachel","inform_Sam","20","C","No",22
6,3832,NA,"M","William","Madison laughed loudly and she didn&quotechart laugh",NA,"control_bad","control_bad3","control","Yes",23
6,3440,NA,"M","Richard","Vanessa is really good at math, but I&quotecharm not",NA,"control_good","control_good4","control","No",24
6,4425,NA,"F","Betty","Tara wants me to cook for her and I&quotecharm a terrific cook",NA,"control_good","control_good2","control","No",25
6,6447,NA,"F","Helen","Sebastian lives in the USA and has never been to the USA",NA,"control_bad","control_bad4","control","Yes",26
6,6232,"M","M","George","Josie went on vacation to France","Justin","discover","2","NonProj","Yes",27
6,4489,"M","F","Dorothy","Mia drank 2 cocktails last night","Kevin","acknowledge","6","C","Yes",28
6,3759,"M","F","Susan","Emily bought a car yesterday","Jacob","think","8","NonProj","No",29
6,3736,"M","F","Sarah","Sophia got a tattoo","Timothy","pretend","5","NonProj","No",30
6,4919,"F","M","William","Owen shoveled snow last winter","Julie","see","17","NonProj","Yes",31
6,10127,"F","M","Richard","Josh learned to ride a bike yesterday","Christina","announce","16","C","No",32
7,3198,"M","F","Sandra","Emma studied on Saturday morning","Eric","pretend","3","NonProj","Yes",5
7,1502,"F","F","Linda","Tony had a drink last night","Christina","be_right_that","15","C","Yes",6
7,1417,"F","M","Matthew","Jayden rented a car","Amanda","say","14","C","Yes",7
7,1969,NA,"F","Sarah","Zack believes that I&quotecharm married, but I&quotecharm actually single",NA,"control_good","control_good1","control","Yes",8
7,1573,"F","F","Dorothy","Josh learned to ride a bike yesterday","Anna","inform_Sam","16","C","Yes",9
7,2047,NA,"F","Helen","Dana has never smoked in her life and she stopped smoking recently",NA,"control_bad","control_bad1","control","No",10
7,1375,"M","M","Richard","Grace visited her sister","Tyler","see","9","NonProj","Yes",11
7,1280,"F","F","Michelle","Owen shoveled snow last winter","Julie","know","17","NonProj","Yes",12
7,2007,NA,"F","Linda","Sebastian lives in the USA and has never been to the USA",NA,"control_bad","control_bad4","control","Yes",13
7,1385,"M","F","Betty","Sophia got a tattoo","Benjamin","demonstrate","5","C","Yes",14
7,1551,"M","F","Jessica","Olivia sleeps until noon","Justin","think","4","NonProj","Yes",15
7,1729,"M","F","Jennifer","Zoe calculated the tip","Andrew","announce","10","C","Yes",16
7,1229,"M","M","James","Mary is pregnant","Edward","discover","1","NonProj","Yes",17
7,1642,"M","M","George","Mia drank 2 cocktails last night","Jacob","confess","6","C","Yes",18
7,2090,"M","M","William","Isabella ate a steak on Sunday","Raymond","confirm","7","C","Yes",19
7,3092,NA,"M","Robert","Vanessa is really good at math, but I&quotecharm not",NA,"control_good","control_good4","control","No",20
7,1359,"F","F","Margaret","Jackson ran 10 miles","Rebecca","suggest","13","C","Yes",21
7,1223,"M","F","Helen","Emily bought a car yesterday","Jerry","reveal","8","NonProj","Yes",22
7,1430,NA,"M","Paul","Hendrick&quotechars car is completely red and his car is not red",NA,"control_bad","control_bad2","control","Yes",23
7,1608,NA,"F","Dorothy","Madison laughed loudly and she didn&quotechart laugh",NA,"control_bad","control_bad3","control","Yes",24
7,2499,"M","F","Nancy","Josie went on vacation to France","Gregory","acknowledge","2","C","Yes",25
7,1279,"F","F","Sarah","Danny ate the last cupcake","Angela","establish","11","NonProj","Yes",26
7,1580,NA,"M","George","Tara wants me to cook for her and I&quotecharm a terrific cook",NA,"control_good","control_good2","control","No",27
7,1457,"F","M","Robert","Frank got a cat","Virginia","annoyed","12","NonProj","Yes",28
7,1382,"F","M","Paul","Jon walks to work","Heather","hear","19","C","Yes",29
7,1372,"F","F","Susan","Charley speaks Spanish","Diane","admit","20","C","Yes",30
7,1778,NA,"F","Nancy","Frederick is both smarter and taller than I am",NA,"control_good","control_good3","control","No",31
7,1376,"F","M","Thomas","Julian dances salsa","Amy","prove","18","C","Yes",32
8,12287,NA,"M","William","Tara wants me to cook for her and I&quotecharm a terrific cook",NA,"control_good","control_good2","control","No",5
8,6433,NA,"F","Lisa","Dana has never smoked in her life and she stopped smoking recently",NA,"control_bad","control_bad1","control","Yes",6
8,6696,"M","M","Mark","Grace visited her sister","Benjamin","acknowledge","9","C","Yes",7
8,8642,"M","M","Christopher","Zoe calculated the tip","Kevin","demonstrate","10","C","Yes",8
8,8568,"M","F","Linda","Mia drank 2 cocktails last night","Timothy","prove","6","C","Yes",9
8,14480,"F","F","Susan","Julian dances salsa","Amy","think","18","NonProj","No",10
8,6584,"M","F","Helen","Isabella ate a steak on Sunday","Patrick","admit","7","C","Yes",11
8,5992,"F","F","Lisa","Frank got a cat","Brenda","know","12","NonProj","Yes",12
8,5400,NA,"F","Donna","Vanessa is really good at math, but I&quotecharm not",NA,"control_good","control_good4","control","No",13
8,7688,"F","F","Elizabeth","Jon walks to work","Virginia","discover","19","NonProj","Yes",14
8,8816,"F","F","Margaret","Tony had a drink last night","Ruth","confirm","15","C","Yes",15
8,7278,"M","F","Donna","Olivia sleeps until noon","Jacob","confess","4","C","Yes",16
8,28536,"M","M","William","Josie went on vacation to France","Larry","announce","2","C","No",17
8,9912,"M","M","Richard","Emily bought a car yesterday","Alexander","hear","8","C","No",18
8,13216,"M","M","Thomas","Mary is pregnant","Raymond","see","1","NonProj","Yes",19
8,16069,"F","M","Matthew","Jayden rented a car","Melissa","inform_Sam","14","C","No",20
8,9887,"F","F","Dorothy","Jackson ran 10 miles","Cynthia","pretend","13","NonProj","No",21
8,7025,NA,"F","Jessica","Sebastian lives in the USA and has never been to the USA",NA,"control_bad","control_bad4","control","Yes",22
8,6999,NA,"F","Jennifer","Hendrick&quotechars car is completely red and his car is not red",NA,"control_bad","control_bad2","control","Yes",23
8,13698,"M","F","Betty","Emma studied on Saturday morning","Gregory","reveal","3","NonProj","Yes",24
8,7430,"M","F","Jessica","Sophia got a tattoo","Edward","establish","5","NonProj","Yes",25
8,8154,NA,"F","Ashley","Zack believes that I&quotecharm married, but I&quotecharm actually single",NA,"control_good","control_good1","control","No",26
8,8945,"F","F","Ashley","Josh learned to ride a bike yesterday","Diane","say","16","C","No",27
8,7152,"F","M","Kenneth","Danny ate the last cupcake","Nicole","be_right_that","11","C","Yes",28
8,7568,"F","F","Jennifer","Charley speaks Spanish","Catherine","suggest","20","C","No",29
8,15520,NA,"M","Thomas","Frederick is both smarter and taller than I am",NA,"control_good","control_good3","control","No",30
8,10416,"F","M","Robert","Owen shoveled snow last winter","Janet","annoyed","17","NonProj","Yes",31
8,4840,NA,"M","Richard","Madison laughed loudly and she didn&quotechart laugh",NA,"control_bad","control_bad3","control","Yes",32
9,10046,NA,"M","William","Madison laughed loudly and she didn&quotechart laugh",NA,"control_bad","control_bad3","control","Yes",5
9,3598,NA,"F","Nancy","Dana has never smoked in her life and she stopped smoking recently",NA,"control_bad","control_bad1","control","Yes",6
9,5255,"F","F","Nancy","Josh learned to ride a bike yesterday","Amanda","think","16","NonProj","No",7
9,3616,"F","M","Steven","Tony had a drink last night","Sharon","acknowledge","15","C","Yes",8
9,2743,NA,"F","Elizabeth","Vanessa is really good at math, but I&quotecharm not",NA,"control_good","control_good4","control","No",9
9,2481,NA,"M","Steven","Hendrick&quotechars car is completely red and his car is not red",NA,"control_bad","control_bad2","control","Yes",10
9,2916,"F","M","Kenneth","Jon walks to work","Shirley","discover","19","NonProj","Yes",11
9,1979,"M","F","Betty","Grace visited her sister","Gregory","confirm","9","C","Yes",12
9,1816,NA,"F","Susan","Zack believes that I&quotecharm married, but I&quotecharm actually single",NA,"control_good","control_good1","control","No",13
9,2080,"M","M","Matthew","Isabella ate a steak on Sunday","Edward","suggest","7","C","No",14
9,5919,"M","F","Helen","Sophia got a tattoo","Alexander","inform_Sam","5","C","Yes",15
9,2103,"F","M","Robert","Jayden rented a car","Joyce","see","14","NonProj","Yes",16
9,3264,"M","F","Sarah","Zoe calculated the tip","Tyler","demonstrate","10","C","Yes",17
9,2759,"F","M","David","Danny ate the last cupcake","Laura","pretend","11","NonProj","No",18
9,2192,"M","F","Kimberly","Olivia sleeps until noon","Justin","hear","4","C","No",19
9,1934,"F","F","Michelle","Frank got a cat","Julie","prove","12","C","Yes",20
9,1895,"M","F","Susan","Mary is pregnant","Scott","admit","1","C","Yes",21
9,3703,"M","M","Richard","Josie went on vacation to France","Patrick","know","2","NonProj","Yes",22
9,1679,"F","F","Elizabeth","Charley speaks Spanish","Kathleen","confess","20","C","Yes",23
9,3360,"F","F","Linda","Jackson ran 10 miles","Catherine","annoyed","13","NonProj","No",24
9,2873,NA,"F","Betty","Frederick is both smarter and taller than I am",NA,"control_good","control_good3","control","No",25
9,5030,"M","M","William","Emily bought a car yesterday","Eric","establish","8","NonProj","Yes",26
9,3219,NA,"M","Kenneth","Tara wants me to cook for her and I&quotecharm a terrific cook",NA,"control_good","control_good2","control","No",27
9,5863,"F","F","Jessica","Julian dances salsa","Carolyn","reveal","18","NonProj","Yes",28
9,2631,"M","F","Lisa","Mia drank 2 cocktails last night","Benjamin","announce","6","C","Yes",29
9,1659,NA,"F","Linda","Sebastian lives in the USA and has never been to the USA",NA,"control_bad","control_bad4","control","Yes",30
9,3629,"M","M","Paul","Emma studied on Saturday morning","Nicholas","be_right_that","3","C","Yes",31
9,2041,"F","F","Jennifer","Owen shoveled snow last winter","Virginia","say","17","C","Yes",32
10,6172,"M","M","Christopher","Grace visited her sister","Edward","establish","9","NonProj","Yes",5
10,4780,NA,"F","Helen","Hendrick&quotechars car is completely red and his car is not red",NA,"control_bad","control_bad2","control","Yes",6
10,2915,NA,"M","David","Tara wants me to cook for her and I&quotecharm a terrific cook",NA,"control_good","control_good2","control","No",7
10,4992,NA,"F","Sandra","Dana has never smoked in her life and she stopped smoking recently",NA,"control_bad","control_bad1","control","Yes",8
10,5180,"F","M","Kenneth","Jon walks to work","Shirley","annoyed","19","NonProj","Yes",9
