"","workerid","rt","content","subjectGender","speakerGender","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","american","gender","comments","Answer.time_in_minutes","nResponse"
"51",183,4808,"Hendrick&quotechars car is completely red and his car is not red",NA,"F","contradictory C","control_bad2","control","Yes",27,36,"English",0,"Male","",2.41486666666667,1
"52",183,2824,"Jayden rented a car","F","F","see","14","NonProj","No",28,36,"English",0,"Male","",2.41486666666667,0
"53",183,3142,"Charley speaks Spanish","F","F","establish","20","NonProj","Yes",29,36,"English",0,"Male","",2.41486666666667,1
"54",183,3868,"Tara wants me to cook for her and I&quotecharm a terrific cook",NA,"M","non-contrd. C","control_good2","control","No",30,36,"English",0,"Male","",2.41486666666667,0
"55",183,3821,"Zoe calculated the tip","M","M","be_annoyed","10","NonProj","No",31,36,"English",0,"Male","",2.41486666666667,0
"56",183,3347,"Madison laughed loudly and she didn&quotechart laugh",NA,"F","contradictory C","control_bad3","control","Yes",32,36,"English",0,"Male","",2.41486666666667,1
"57",362,38048,"Danny ate the last cupcake","F","F","confirm","11","C","No",5,38,"English",0,"Female","",8.94438333333333,0
"58",362,8344,"Hendrick&quotechars car is completely red and his car is not red",NA,"F","contradictory C","control_bad2","control","Yes",6,38,"English",0,"Female","",8.94438333333333,1
"59",362,68090,"Emma studied on Saturday morning","M","F","acknowledge","3","C","No",7,38,"English",0,"Female","",8.94438333333333,0
"60",362,4280,"Madison laughed loudly and she didn&quotechart laugh",NA,"F","contradictory C","control_bad3","control","Yes",8,38,"English",0,"Female","",8.94438333333333,1
"61",362,10070,"Isabella ate a steak on Sunday","M","F","announce","7","C","No",9,38,"English",0,"Female","",8.94438333333333,0
"62",362,5223,"Emily bought a car yesterday","M","F","see","8","NonProj","No",10,38,"English",0,"Female","",8.94438333333333,0
"63",362,6783,"Owen shoveled snow last winter","F","F","demonstrate","17","C","No",11,38,"English",0,"Female","",8.94438333333333,0
"64",362,5213,"Mary is pregnant","M","F","say","1","C","No",12,38,"English",0,"Female","",8.94438333333333,0
"65",362,12177,"Jon walks to work","F","F","know","19","NonProj","Yes",13,38,"English",0,"Female","",8.94438333333333,1
"66",362,6432,"Josh learned to ride a bike yesterday","F","M","admit","16","C","No",14,38,"English",0,"Female","",8.94438333333333,0
"67",362,6026,"Sebastian lives in the USA and has never been to the USA",NA,"F","contradictory C","control_bad4","control","Yes",15,38,"English",0,"Female","",8.94438333333333,1
"68",362,21846,"Julian dances salsa","F","M","pretend","18","NonProj","No",16,38,"English",0,"Female","",8.94438333333333,0
"69",362,5464,"Sophia got a tattoo","M","F","hear","5","C","No",17,38,"English",0,"Female","",8.94438333333333,0
"70",362,19730,"Grace visited her sister","M","M","prove","9","C","No",18,38,"English",0,"Female","",8.94438333333333,0
"71",362,4876,"Zack believes that I&quotecharm married, but I&quotecharm actually single",NA,"F","non-contrd. C","control_good1","control","No",19,38,"English",0,"Female","",8.94438333333333,0
"72",362,7830,"Tony had a drink last night","F","M","be_right","15","C","Yes",20,38,"English",0,"Female","",8.94438333333333,1
"73",362,8054,"Zoe calculated the tip","M","M","suggest","10","C","No",21,38,"English",0,"Female","",8.94438333333333,0
"74",362,10574,"Frank got a cat","F","M","discover","12","NonProj","Yes",22,38,"English",0,"Female","",8.94438333333333,1
"75",362,6404,"Frederick is both smarter and taller than I am",NA,"M","non-contrd. C","control_good3","control","No",23,38,"English",0,"Female","",8.94438333333333,0
"76",362,6132,"Vanessa is really good at math, but I&quotecharm not",NA,"F","non-contrd. C","control_good4","control","No",24,38,"English",0,"Female","",8.94438333333333,0
"77",362,5884,"Mia drank 2 cocktails last night","M","F","be_annoyed","6","NonProj","No",25,38,"English",0,"Female","",8.94438333333333,0
"78",362,5520,"Tara wants me to cook for her and I&quotecharm a terrific cook",NA,"M","non-contrd. C","control_good2","control","No",26,38,"English",0,"Female","",8.94438333333333,0
"79",362,11967,"Josie went on vacation to France","M","M","confess","2","C","No",27,38,"English",0,"Female","",8.94438333333333,0
"80",362,4101,"Olivia sleeps until noon","M","F","reveal","4","NonProj","No",28,38,"English",0,"Female","",8.94438333333333,0
"81",362,8107,"Dana has never smoked in her life and she stopped smoking recently",NA,"F","contradictory C","control_bad1","control","Yes",29,38,"English",0,"Female","",8.94438333333333,1
"82",362,10593,"Charley speaks Spanish","F","F","think","20","NonProj","No",30,38,"English",0,"Female","",8.94438333333333,0
"83",362,4435,"Jayden rented a car","F","M","establish","14","NonProj","No",31,38,"English",0,"Female","",8.94438333333333,0
"84",362,17958,"Jackson ran 10 miles","F","M","inform","13","C","No",32,38,"English",0,"Female","",8.94438333333333,0
"85",79,8427,"Hendrick&quotechars car is completely red and his car is not red",NA,"F","contradictory C","control_bad2","control","Yes",5,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,1
"86",79,19215,"Josie went on vacation to France","M","M","admit","2","C","No",6,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"87",79,19156,"Grace visited her sister","M","F","acknowledge","9","C","No",7,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"88",79,4416,"Vanessa is really good at math, but I&quotecharm not",NA,"F","non-contrd. C","control_good4","control","No",8,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"89",79,5136,"Jayden rented a car","F","F","see","14","NonProj","Yes",9,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,1
"90",79,10993,"Josh learned to ride a bike yesterday","F","F","be_annoyed","16","NonProj","No",10,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"91",79,7258,"Danny ate the last cupcake","F","F","suggest","11","C","No",11,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"92",79,5619,"Frederick is both smarter and taller than I am",NA,"M","non-contrd. C","control_good3","control","No",12,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"93",79,22286,"Jackson ran 10 miles","F","M","demonstrate","13","C","Yes",13,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,1
"94",79,5582,"Madison laughed loudly and she didn&quotechart laugh",NA,"F","contradictory C","control_bad3","control","Yes",14,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,1
"95",79,7462,"Sophia got a tattoo","M","M","announce","5","C","No",15,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"96",79,11144,"Owen shoveled snow last winter","F","M","confirm","17","C","No",16,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"97",79,6006,"Sebastian lives in the USA and has never been to the USA",NA,"F","contradictory C","control_bad4","control","Yes",17,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,1
"98",79,18651,"Charley speaks Spanish","F","F","know","20","NonProj","No",18,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"99",79,11097,"Mia drank 2 cocktails last night","M","F","inform","6","C","No",19,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"100",79,11370,"Tara wants me to cook for her and I&quotecharm a terrific cook",NA,"F","non-contrd. C","control_good2","control","No",20,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"101",79,6089,"Frank got a cat","F","M","hear","12","C","No",21,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"102",79,10947,"Zoe calculated the tip","M","F","establish","10","NonProj","Yes",22,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,1
"103",79,15818,"Julian dances salsa","F","M","be_right","18","C","Yes",23,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,1
"104",79,4399,"Tony had a drink last night","F","F","pretend","15","NonProj","No",24,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"105",79,8475,"Emma studied on Saturday morning","M","M","discover","3","NonProj","Yes",25,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,1
"106",79,5972,"Dana has never smoked in her life and she stopped smoking recently",NA,"M","contradictory C","control_bad1","control","Yes",26,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,1
"107",79,5084,"Mary is pregnant","M","M","prove","1","C","Yes",27,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,1
"108",79,16318,"Isabella ate a steak on Sunday","M","F","reveal","7","NonProj","Yes",28,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,1
"109",79,10975,"Emily bought a car yesterday","M","M","confess","8","C","No",29,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"110",79,11792,"Olivia sleeps until noon","M","F","say","4","C","No",30,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"111",79,8827,"Jon walks to work","F","F","think","19","NonProj","No",31,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"112",79,9777,"Zack believes that I&quotecharm married, but I&quotecharm actually single",NA,"M","non-contrd. C","control_good1","control","No",32,38,"English",0,"Male","There were a few instances where I could see others saying the statement was contradictory, but I chose they were not given my philosophic understanding of semantics.",7.65658333333333,0
"113",293,3605,"Danny ate the last cupcake","F","M","establish","11","NonProj","Yes",5,35,"English",0,"Male","",3.3401,1
"114",293,4531,"Frederick is both smarter and taller than I am",NA,"F","non-contrd. C","control_good3","control","No",6,35,"English",0,"Male","",3.3401,0
"115",293,5271,"Emma studied on Saturday morning","M","F","be_right","3","C","Yes",7,35,"English",0,"Male","",3.3401,1
"116",293,5942,"Madison laughed loudly and she didn&quotechart laugh",NA,"F","contradictory C","control_bad3","control","Yes",8,35,"English",0,"Male","",3.3401,1
"117",293,5715,"Mia drank 2 cocktails last night","M","M","hear","6","C","No",9,35,"English",0,"Male","",3.3401,0
"118",293,3786,"Sebastian lives in the USA and has never been to the USA",NA,"F","contradictory C","control_bad4","control","Yes",10,35,"English",0,"Male","",3.3401,1
"119",293,6002,"Olivia sleeps until noon","M","F","discover","4","NonProj","Yes",11,35,"English",0,"Male","",3.3401,1
"120",293,4575,"Grace visited her sister","M","M","reveal","9","NonProj","Yes",12,35,"English",0,"Male","",3.3401,1
"121",293,42913,"Dana has never smoked in her life and she stopped smoking recently",NA,"F","contradictory C","control_bad1","control","Yes",13,35,"English",0,"Male","",3.3401,1
"122",293,2798,"Tony had a drink last night","F","F","confirm","15","C","Yes",14,35,"English",0,"Male","",3.3401,1
"123",293,3406,"Josie went on vacation to France","M","F","inform","2","C","Yes",15,35,"English",0,"Male","",3.3401,1
"124",293,4403,"Frank got a cat","F","F","prove","12","C","Yes",16,35,"English",0,"Male","",3.3401,1
"125",293,2564,"Vanessa is really good at math, but I&quotecharm not",NA,"M","non-contrd. C","control_good4","control","No",17,35,"English",0,"Male","",3.3401,0
"126",293,10809,"Emily bought a car yesterday","M","F","admit","8","C","Yes",18,35,"English",0,"Male","",3.3401,1
"127",293,5026,"Jon walks to work","F","F","say","19","C","Yes",19,35,"English",0,"Male","",3.3401,1
"128",293,3617,"Jayden rented a car","F","F","acknowledge","14","C","Yes",20,35,"English",0,"Male","",3.3401,1
"129",293,4382,"Julian dances salsa","F","M","announce","18","C","Yes",21,35,"English",0,"Male","",3.3401,1
"130",293,3467,"Zack believes that I&quotecharm married, but I&quotecharm actually single",NA,"M","non-contrd. C","control_good1","control","No",22,35,"English",0,"Male","",3.3401,0
"131",293,3121,"Mary is pregnant","M","F","demonstrate","1","C","Yes",23,35,"English",0,"Male","",3.3401,1
"132",293,3838,"Hendrick&quotechars car is completely red and his car is not red",NA,"F","contradictory C","control_bad2","control","Yes",24,35,"English",0,"Male","",3.3401,1
"133",293,4829,"Charley speaks Spanish","F","F","confess","20","C","Yes",25,35,"English",0,"Male","",3.3401,1
"134",293,3324,"Jackson ran 10 miles","F","F","see","13","NonProj","Yes",26,35,"English",0,"Male","",3.3401,1
"135",293,3197,"Sophia got a tattoo","M","F","think","5","NonProj","No",27,35,"English",0,"Male","",3.3401,0
"136",293,2962,"Tara wants me to cook for her and I&quotecharm a terrific cook",NA,"F","non-contrd. C","control_good2","control","No",28,35,"English",0,"Male","",3.3401,0
"137",293,4999,"Zoe calculated the tip","M","M","pretend","10","NonProj","No",29,35,"English",0,"Male","",3.3401,0
"138",293,2937,"Josh learned to ride a bike yesterday","F","M","know","16","NonProj","Yes",30,35,"English",0,"Male","",3.3401,1
"139",293,3745,"Isabella ate a steak on Sunday","M","M","be_annoyed","7","NonProj","No",31,35,"English",0,"Male","",3.3401,0
"140",293,3777,"Owen shoveled snow last winter","F","F","suggest","17","C","No",32,35,"English",0,"Male","",3.3401,0
"141",153,5774,"Vanessa is really good at math, but I&quotecharm not",NA,"F","non-contrd. C","control_good4","control","No",5,23,"English",0,"Female","",3.57753333333333,0
"142",153,9960,"Sophia got a tattoo","M","F","inform","5","C","Yes",6,23,"English",0,"Female","",3.57753333333333,1
"143",153,3576,"Sebastian lives in the USA and has never been to the USA",NA,"F","contradictory C","control_bad4","control","Yes",7,23,"English",0,"Female","",3.57753333333333,1
"144",153,7841,"Emily bought a car yesterday","M","F","establish","8","NonProj","Yes",8,23,"English",0,"Female","",3.57753333333333,1
"145",153,9927,"Jackson ran 10 miles","F","M","hear","13","C","No",9,23,"English",0,"Female","",3.57753333333333,0
"146",153,4385,"Danny ate the last cupcake","F","M","announce","11","C","No",10,23,"English",0,"Female","",3.57753333333333,0
"147",153,5208,"Emma studied on Saturday morning","M","M","pretend","3","NonProj","No",11,23,"English",0,"Female","",3.57753333333333,0
"148",153,3655,"Frank got a cat","F","F","confess","12","C","No",12,23,"English",0,"Female","",3.57753333333333,0
"149",153,3376,"Charley speaks Spanish","F","F","be_annoyed","20","NonProj","Yes",13,23,"English",0,"Female","",3.57753333333333,1
"150",153,7463,"Josie went on vacation to France","M","M","admit","2","C","Yes",14,23,"English",0,"Female","",3.57753333333333,1
"151",153,3409,"Mary is pregnant","M","F","acknowledge","1","C","Yes",15,23,"English",0,"Female","",3.57753333333333,1
"152",153,4431,"Frederick is both smarter and taller than I am",NA,"F","non-contrd. C","control_good3","control","No",16,23,"English",0,"Female","",3.57753333333333,0
"153",153,5441,"Josh learned to ride a bike yesterday","F","F","demonstrate","16","C","Yes",17,23,"English",0,"Female","",3.57753333333333,1
"154",153,3800,"Isabella ate a steak on Sunday","M","F","discover","7","NonProj","Yes",18,23,"English",0,"Female","",3.57753333333333,1
"155",153,5280,"Grace visited her sister","M","F","be_right","9","C","Yes",19,23,"English",0,"Female","",3.57753333333333,1
"156",153,4247,"Zoe calculated the tip","M","M","reveal","10","NonProj","No",20,23,"English",0,"Female","",3.57753333333333,0
"157",153,5587,"Owen shoveled snow last winter","F","M","suggest","17","C","No",21,23,"English",0,"Female","",3.57753333333333,0
"158",153,9548,"Madison laughed loudly and she didn&quotechart laugh",NA,"F","contradictory C","control_bad3","control","Yes",22,23,"English",0,"Female","",3.57753333333333,1
"159",153,13823,"Julian dances salsa","F","F","say","18","C","No",23,23,"English",0,"Female","",3.57753333333333,0
"160",153,3705,"Jayden rented a car","F","F","see","14","NonProj","No",24,23,"English",0,"Female","",3.57753333333333,0
"161",153,5695,"Hendrick&quotechars car is completely red and his car is not red",NA,"M","contradictory C","control_bad2","control","Yes",25,23,"English",0,"Female","",3.57753333333333,1
"162",153,3545,"Olivia sleeps until noon","M","M","think","4","NonProj","No",26,23,"English",0,"Female","",3.57753333333333,0
"163",153,5927,"Tara wants me to cook for her and I&quotecharm a terrific cook",NA,"F","non-contrd. C","control_good2","control","No",27,23,"English",0,"Female","",3.57753333333333,0
"164",153,14767,"Tony had a drink last night","F","F","confirm","15","C","Yes",28,23,"English",0,"Female","",3.57753333333333,1
"165",153,3497,"Mia drank 2 cocktails last night","M","F","prove","6","C","Yes",29,23,"English",0,"Female","",3.57753333333333,1
"166",153,3136,"Dana has never smoked in her life and she stopped smoking recently",NA,"M","contradictory C","control_bad1","control","Yes",30,23,"English",0,"Female","",3.57753333333333,1
"167",153,4407,"Jon walks to work","F","M","know","19","NonProj","Yes",31,23,"English",0,"Female","",3.57753333333333,1
"168",153,2472,"Zack believes that I&quotecharm married, but I&quotecharm actually single",NA,"M","non-contrd. C","control_good1","control","No",32,23,"English",0,"Female","",3.57753333333333,0
"169",201,12287,"Tara wants me to cook for her and I&quotecharm a terrific cook",NA,"M","non-contrd. C","control_good2","control","No",5,59,"English",0,"Female","The pay is fair, thank you!",5.7478,0
"170",201,6433,"Dana has never smoked in her life and she stopped smoking recently",NA,"F","contradictory C","control_bad1","control","Yes",6,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"171",201,6696,"Grace visited her sister","M","M","acknowledge","9","C","Yes",7,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"172",201,8642,"Zoe calculated the tip","M","M","demonstrate","10","C","Yes",8,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"173",201,8568,"Mia drank 2 cocktails last night","M","F","prove","6","C","Yes",9,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"174",201,14480,"Julian dances salsa","F","F","think","18","NonProj","No",10,59,"English",0,"Female","The pay is fair, thank you!",5.7478,0
"175",201,6584,"Isabella ate a steak on Sunday","M","F","admit","7","C","Yes",11,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"176",201,5992,"Frank got a cat","F","F","know","12","NonProj","Yes",12,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"177",201,5400,"Vanessa is really good at math, but I&quotecharm not",NA,"F","non-contrd. C","control_good4","control","No",13,59,"English",0,"Female","The pay is fair, thank you!",5.7478,0
"178",201,7688,"Jon walks to work","F","F","discover","19","NonProj","Yes",14,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"179",201,8816,"Tony had a drink last night","F","F","confirm","15","C","Yes",15,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"180",201,7278,"Olivia sleeps until noon","M","F","confess","4","C","Yes",16,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"181",201,28536,"Josie went on vacation to France","M","M","announce","2","C","No",17,59,"English",0,"Female","The pay is fair, thank you!",5.7478,0
"182",201,9912,"Emily bought a car yesterday","M","M","hear","8","C","No",18,59,"English",0,"Female","The pay is fair, thank you!",5.7478,0
"183",201,13216,"Mary is pregnant","M","M","see","1","NonProj","Yes",19,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"184",201,16069,"Jayden rented a car","F","M","inform","14","C","No",20,59,"English",0,"Female","The pay is fair, thank you!",5.7478,0
"185",201,9887,"Jackson ran 10 miles","F","F","pretend","13","NonProj","No",21,59,"English",0,"Female","The pay is fair, thank you!",5.7478,0
"186",201,7025,"Sebastian lives in the USA and has never been to the USA",NA,"F","contradictory C","control_bad4","control","Yes",22,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"187",201,6999,"Hendrick&quotechars car is completely red and his car is not red",NA,"F","contradictory C","control_bad2","control","Yes",23,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"188",201,13698,"Emma studied on Saturday morning","M","F","reveal","3","NonProj","Yes",24,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"189",201,7430,"Sophia got a tattoo","M","F","establish","5","NonProj","Yes",25,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"190",201,8154,"Zack believes that I&quotecharm married, but I&quotecharm actually single",NA,"F","non-contrd. C","control_good1","control","No",26,59,"English",0,"Female","The pay is fair, thank you!",5.7478,0
"191",201,8945,"Josh learned to ride a bike yesterday","F","F","say","16","C","No",27,59,"English",0,"Female","The pay is fair, thank you!",5.7478,0
"192",201,7152,"Danny ate the last cupcake","F","M","be_right","11","C","Yes",28,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"193",201,7568,"Charley speaks Spanish","F","F","suggest","20","C","No",29,59,"English",0,"Female","The pay is fair, thank you!",5.7478,0
"194",201,15520,"Frederick is both smarter and taller than I am",NA,"M","non-contrd. C","control_good3","control","No",30,59,"English",0,"Female","The pay is fair, thank you!",5.7478,0
"195",201,10416,"Owen shoveled snow last winter","F","M","be_annoyed","17","NonProj","Yes",31,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"196",201,4840,"Madison laughed loudly and she didn&quotechart laugh",NA,"M","contradictory C","control_bad3","control","Yes",32,59,"English",0,"Female","The pay is fair, thank you!",5.7478,1
"197",357,10046,"Madison laughed loudly and she didn&quotechart laugh",NA,"M","contradictory C","control_bad3","control","Yes",5,26,"ENGLISH",0,"Male","",2.54771666666667,1
"198",357,3598,"Dana has never smoked in her life and she stopped smoking recently",NA,"F","contradictory C","control_bad1","control","Yes",6,26,"ENGLISH",0,"Male","",2.54771666666667,1
"199",357,5255,"Josh learned to ride a bike yesterday","F","F","think","16","NonProj","No",7,26,"ENGLISH",0,"Male","",2.54771666666667,0
"200",357,3616,"Tony had a drink last night","F","M","acknowledge","15","C","Yes",8,26,"ENGLISH",0,"Male","",2.54771666666667,1
"201",357,2743,"Vanessa is really good at math, but I&quotecharm not",NA,"F","non-contrd. C","control_good4","control","No",9,26,"ENGLISH",0,"Male","",2.54771666666667,0
"202",357,2481,"Hendrick&quotechars car is completely red and his car is not red",NA,"M","contradictory C","control_bad2","control","Yes",10,26,"ENGLISH",0,"Male","",2.54771666666667,1
"203",357,2916,"Jon walks to work","F","M","discover","19","NonProj","Yes",11,26,"ENGLISH",0,"Male","",2.54771666666667,1
"204",357,1979,"Grace visited her sister","M","F","confirm","9","C","Yes",12,26,"ENGLISH",0,"Male","",2.54771666666667,1
"205",357,1816,"Zack believes that I&quotecharm married, but I&quotecharm actually single",NA,"F","non-contrd. C","control_good1","control","No",13,26,"ENGLISH",0,"Male","",2.54771666666667,0
"206",357,2080,"Isabella ate a steak on Sunday","M","M","suggest","7","C","No",14,26,"ENGLISH",0,"Male","",2.54771666666667,0
"207",357,5919,"Sophia got a tattoo","M","F","inform","5","C","Yes",15,26,"ENGLISH",0,"Male","",2.54771666666667,1
"208",357,2103,"Jayden rented a car","F","M","see","14","NonProj","Yes",16,26,"ENGLISH",0,"Male","",2.54771666666667,1
"209",357,3264,"Zoe calculated the tip","M","F","demonstrate","10","C","Yes",17,26,"ENGLISH",0,"Male","",2.54771666666667,1
"210",357,2759,"Danny ate the last cupcake","F","M","pretend","11","NonProj","No",18,26,"ENGLISH",0,"Male","",2.54771666666667,0
"211",357,2192,"Olivia sleeps until noon","M","F","hear","4","C","No",19,26,"ENGLISH",0,"Male","",2.54771666666667,0
"212",357,1934,"Frank got a cat","F","F","prove","12","C","Yes",20,26,"ENGLISH",0,"Male","",2.54771666666667,1
"213",357,1895,"Mary is pregnant","M","F","admit","1","C","Yes",21,26,"ENGLISH",0,"Male","",2.54771666666667,1
"214",357,3703,"Josie went on vacation to France","M","M","know","2","NonProj","Yes",22,26,"ENGLISH",0,"Male","",2.54771666666667,1
"215",357,1679,"Charley speaks Spanish","F","F","confess","20","C","Yes",23,26,"ENGLISH",0,"Male","",2.54771666666667,1
"216",357,3360,"Jackson ran 10 miles","F","F","be_annoyed","13","NonProj","No",24,26,"ENGLISH",0,"Male","",2.54771666666667,0
"217",357,2873,"Frederick is both smarter and taller than I am",NA,"F","non-contrd. C","control_good3","control","No",25,26,"ENGLISH",0,"Male","",2.54771666666667,0
