"","workerid","rt","content","subjectGender","speakerGender","verb","utterance","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes","nResponse"
"18",319,5701,"Owen shoveled snow last winter","F","F","be_right","Is Cynthia right that Owen shoveled snow last winter?","17","C","No",19,55,"english","Yes",0,"m","yes",5.45993333333333,0
"19",319,5991,"Emily bought a car yesterday","M","M","be_annoyed","Is Brian annoyed that Emily bought a car yesterday?","8","NonProj","Yes",20,55,"english","Yes",0,"m","yes",5.45993333333333,1
"20",319,6074,"Mia drank 2 cocktails last night","M","F","demonstrate","Did Ray demonstrate that Mia drank 2 cocktails last night?","6","C","No",21,55,"english","Yes",0,"m","yes",5.45993333333333,0
"21",319,5107,"Olivia sleeps until noon","M","M","inform","Did Jerry inform Sam that Olivia sleeps until noon?","4","C","Yes",22,55,"english","Yes",0,"m","yes",5.45993333333333,1
"22",319,7479,"Grace visited her sister","M","F","establish","Did Andrew establish that Grace visited her sister?","9","NonProj","No",23,55,"english","Yes",0,"m","yes",5.45993333333333,0
"23",319,5866,"Charley speaks Spanish","F","M","say","Did Anna say that Charley speaks Spanish?","20","C","No",24,55,"english","Yes",0,"m","yes",5.45993333333333,0
"24",319,11402,"Sophia got a tattoo","M","M","announce","Did Ben announce that Sophia got a tattoo?","5","C","Yes",25,55,"english","Yes",0,"m","yes",5.45993333333333,1
"25",319,5533,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",26,55,"english","Yes",0,"m","yes",5.45993333333333,0
"26",319,5549,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",27,55,"english","Yes",0,"m","yes",5.45993333333333,0
"27",320,7911,"Mary is pregnant","M","F","see","Did Patrick see that Mary is pregnant?","1","NonProj","Yes",2,39,"English","Yes",0,"m","",7.70598333333333,1
"28",320,4897,"Charley speaks Spanish","F","F","prove","Did Anna prove that Charley speaks Spanish?","20","C","No",3,39,"English","Yes",0,"m","",7.70598333333333,0
"29",320,4811,"Sophia got a tattoo","M","F","discover","Did Ben discover that Sophia got a tattoo?","5","NonProj","Yes",4,39,"English","Yes",0,"m","",7.70598333333333,1
"30",320,3960,"Josie went on vacation to France","M","M","hear","Did Scott hear that Josie went on vacation to France?","2","C","Yes",5,39,"English","Yes",0,"m","",7.70598333333333,1
"31",320,3379,"Julian dances salsa","F","M","confess","Did Kathleen confess that Julian dances salsa?","18","C","Yes",6,39,"English","Yes",0,"m","",7.70598333333333,1
"32",320,5860,"Isabella ate a steak on Sunday","M","F","demonstrate","Did Kevin demonstrate that Isabella ate a steak on Sunday?","7","C","Yes",7,39,"English","Yes",0,"m","",7.70598333333333,1
"33",320,5088,"Owen shoveled snow last winter","F","M","be_right","Is Cynthia right that Owen shoveled snow last winter?","17","C","No",8,39,"English","Yes",0,"m","",7.70598333333333,0
"34",320,9431,"Todd played football in high school",NA,"M","MC","Did Todd play football in high school?","control3","control","No",9,39,"English","Yes",0,"m","",7.70598333333333,0
"35",320,7896,"Zoe calculated the tip","M","F","think","Does Tim think that Zoe calculated the tip?","10","NonProj","No",10,39,"English","Yes",0,"m","",7.70598333333333,0
"36",320,9310,"Tony had a drink last night","F","F","pretend","Did Rebecca pretend that Tony had a drink last night?","15","NonProj","No",11,39,"English","Yes",0,"m","",7.70598333333333,0
"37",320,3164,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",12,39,"English","Yes",0,"m","",7.70598333333333,0
"38",320,4027,"Vanessa is good at math",NA,"M","MC","Is Vanessa good at math?","control4","control","No",13,39,"English","Yes",0,"m","",7.70598333333333,0
"39",320,4651,"Olivia sleeps until noon","M","M","suggest","Did Jerry suggest that Olivia sleeps until noon?","4","C","No",14,39,"English","Yes",0,"m","",7.70598333333333,0
"40",320,123233,"Emma studied on Saturday morning","M","M","admit","Did Justin admit that Emma studied on Saturday morning?","3","C","Yes",15,39,"English","Yes",0,"m","",7.70598333333333,1
"41",320,3851,"Mia drank 2 cocktails last night","M","M","acknowledge","Did Ray acknowledge that Mia drank 2 cocktails last night?","6","C","Yes",16,39,"English","Yes",0,"m","",7.70598333333333,1
"42",320,23463,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",17,39,"English","Yes",0,"m","",7.70598333333333,0
"43",320,6037,"Jayden rented a car","F","F","say","Did Stephanie say that Jayden rented a car?","14","C","Yes",18,39,"English","Yes",0,"m","",7.70598333333333,1
"44",320,3682,"Danny ate the last cupcake","F","M","confirm","Did Amanda confirm that Danny ate the last cupcake?","11","C","No",19,39,"English","Yes",0,"m","",7.70598333333333,0
"45",320,6592,"Josh learned to ride a bike yesterday","F","M","be_annoyed","Is Sharon annoyed that Josh learned to ride a bike yesterday?","16","NonProj","Yes",20,39,"English","Yes",0,"m","",7.70598333333333,1
"46",320,2776,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",21,39,"English","Yes",0,"m","",7.70598333333333,0
"47",320,53303,"Emily bought a car yesterday","M","M","know","Does Brian know that Emily bought a car yesterday?","8","NonProj","Yes",22,39,"English","Yes",0,"m","",7.70598333333333,1
"48",320,3879,"Grace visited her sister","M","M","announce","Did Andrew announce that Grace visited her sister?","9","C","Yes",23,39,"English","Yes",0,"m","",7.70598333333333,1
"49",320,4077,"Zack is coming to the meeting tomorrow",NA,"M","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",24,39,"English","Yes",0,"m","",7.70598333333333,0
"50",320,67022,"Frank got a cat","F","M","reveal","Did Melissa reveal that Frank got a cat?","12","NonProj","Yes",25,39,"English","Yes",0,"m","",7.70598333333333,1
"51",320,53680,"Jackson ran 10 miles","F","M","establish","Did Laura establish that Jackson ran 10 miles?","13","NonProj","No",26,39,"English","Yes",0,"m","",7.70598333333333,0
"52",320,3208,"Jon walks to work","F","F","inform","Did Ruth inform Sam that Jon walks to work?","19","C","Yes",27,39,"English","Yes",0,"m","",7.70598333333333,1
"53",92,7105,"Danny ate the last cupcake","F","F","see","Did Amanda see that Danny ate the last cupcake?","11","NonProj","Yes",2,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,1
"54",92,2986,"Jackson ran 10 miles","F","F","demonstrate","Did Laura demonstrate that Jackson ran 10 miles?","13","C","No",3,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"55",92,3075,"Sophia got a tattoo","M","F","acknowledge","Did Ben acknowledge that Sophia got a tattoo?","5","C","Yes",4,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,1
"56",92,3675,"Josie went on vacation to France","M","F","prove","Did Scott prove that Josie went on vacation to France?","2","C","No",5,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"57",92,5436,"Tony had a drink last night","F","F","hear","Did Rebecca hear that Tony had a drink last night?","15","C","Yes",6,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,1
"58",92,3500,"Jon walks to work","F","M","announce","Did Ruth announce that Jon walks to work?","19","C","Yes",7,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,1
"59",92,2330,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",8,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"60",92,3064,"Todd played football in high school",NA,"M","MC","Did Todd play football in high school?","control3","control","No",9,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"61",92,5980,"Josh learned to ride a bike yesterday","F","F","discover","Did Sharon discover that Josh learned to ride a bike yesterday?","16","NonProj","Yes",10,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,1
"62",92,4398,"Olivia sleeps until noon","M","M","confess","Did Jerry confess that Olivia sleeps until noon?","4","C","Yes",11,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,1
"63",92,2910,"Isabella ate a steak on Sunday","M","F","be_annoyed","Is Kevin annoyed that Isabella ate a steak on Sunday?","7","NonProj","Yes",12,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,1
"64",92,4916,"Julian dances salsa","F","F","pretend","Did Kathleen pretend that Julian dances salsa?","18","NonProj","No",13,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"65",92,4048,"Emily bought a car yesterday","M","F","inform","Did Brian inform Sam that Emily bought a car yesterday?","8","C","Yes",14,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,1
"66",92,3686,"Frank got a cat","F","F","say","Did Melissa say that Frank got a cat?","12","C","No",15,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"67",92,2792,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",16,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"68",92,2743,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",17,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"69",92,2209,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",18,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"70",92,2456,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",19,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"71",92,5877,"Mia drank 2 cocktails last night","M","F","confirm","Did Ray confirm that Mia drank 2 cocktails last night?","6","C","No",20,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"72",92,3597,"Owen shoveled snow last winter","F","F","establish","Did Cynthia establish that Owen shoveled snow last winter?","17","NonProj","No",21,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"73",92,3856,"Emma studied on Saturday morning","M","M","reveal","Did Justin reveal that Emma studied on Saturday morning?","3","NonProj","Yes",22,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,1
"74",92,2168,"Charley speaks Spanish","F","M","know","Does Anna know that Charley speaks Spanish?","20","NonProj","Yes",23,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,1
"75",92,3445,"Jayden rented a car","F","M","admit","Did Stephanie admit that Jayden rented a car?","14","C","Yes",24,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,1
"76",92,10746,"Zoe calculated the tip","M","F","be_right","Is Tim right that Zoe calculated the tip?","10","C","No",25,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"77",92,5768,"Grace visited her sister","M","M","think","Does Andrew think that Grace visited her sister?","9","NonProj","Yes",26,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,1
"78",92,2957,"Mary is pregnant","M","M","suggest","Did Patrick suggest that Mary is pregnant?","1","C","No",27,31,"English","Yes",0,"f","I think $1 is a fair price for this hit.  I don&quotechart have any other comments.",2.60216666666667,0
"79",315,4262,"Julian dances salsa","F","F","see","Did Kathleen see that Julian dances salsa?","18","NonProj","Yes",2,28,"English","Yes",0,"m","",2.90201666666667,1
"80",315,1835,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",3,28,"English","Yes",0,"m","",2.90201666666667,0
"81",315,1540,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",4,28,"English","Yes",0,"m","",2.90201666666667,0
"82",315,2225,"Olivia sleeps until noon","M","F","acknowledge","Did Jerry acknowledge that Olivia sleeps until noon?","4","C","Yes",5,28,"English","Yes",0,"m","",2.90201666666667,1
"83",315,2521,"Charley speaks Spanish","F","M","suggest","Did Anna suggest that Charley speaks Spanish?","20","C","No",6,28,"English","Yes",0,"m","",2.90201666666667,0
"84",315,1698,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",7,28,"English","Yes",0,"m","",2.90201666666667,0
"85",315,3836,"Emily bought a car yesterday","M","M","confirm","Did Brian confirm that Emily bought a car yesterday?","8","C","No",8,28,"English","Yes",0,"m","",2.90201666666667,0
"86",315,2519,"Zoe calculated the tip","M","M","prove","Did Tim prove that Zoe calculated the tip?","10","C","No",9,28,"English","Yes",0,"m","",2.90201666666667,0
"87",315,3640,"Tony had a drink last night","F","F","demonstrate","Did Rebecca demonstrate that Tony had a drink last night?","15","C","No",10,28,"English","Yes",0,"m","",2.90201666666667,0
"88",315,3663,"Danny ate the last cupcake","F","M","think","Does Amanda think that Danny ate the last cupcake?","11","NonProj","No",11,28,"English","Yes",0,"m","",2.90201666666667,0
"89",315,1912,"Zack is coming to the meeting tomorrow",NA,"M","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",12,28,"English","Yes",0,"m","",2.90201666666667,0
"90",315,2823,"Isabella ate a steak on Sunday","M","F","say","Did Kevin say that Isabella ate a steak on Sunday?","7","C","No",13,28,"English","Yes",0,"m","",2.90201666666667,0
"91",315,1448,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",14,28,"English","Yes",0,"m","",2.90201666666667,0
"92",315,3064,"Mia drank 2 cocktails last night","M","F","pretend","Did Ray pretend that Mia drank 2 cocktails last night?","6","NonProj","No",15,28,"English","Yes",0,"m","",2.90201666666667,0
"93",315,2064,"Josh learned to ride a bike yesterday","F","F","confess","Did Sharon confess that Josh learned to ride a bike yesterday?","16","C","Yes",16,28,"English","Yes",0,"m","",2.90201666666667,1
"94",315,1384,"Owen shoveled snow last winter","F","F","admit","Did Cynthia admit that Owen shoveled snow last winter?","17","C","Yes",17,28,"English","Yes",0,"m","",2.90201666666667,1
"95",315,1408,"Frank got a cat","F","F","be_annoyed","Is Melissa annoyed that Frank got a cat?","12","NonProj","Yes",18,28,"English","Yes",0,"m","",2.90201666666667,1
"96",315,2280,"Sophia got a tattoo","M","F","establish","Did Ben establish that Sophia got a tattoo?","5","NonProj","No",19,28,"English","Yes",0,"m","",2.90201666666667,0
"97",315,3780,"Emma studied on Saturday morning","M","M","be_right","Is Justin right that Emma studied on Saturday morning?","3","C","No",20,28,"English","Yes",0,"m","",2.90201666666667,0
"98",315,2140,"Josie went on vacation to France","M","F","discover","Did Scott discover that Josie went on vacation to France?","2","NonProj","Yes",21,28,"English","Yes",0,"m","",2.90201666666667,1
"99",315,2462,"Mary is pregnant","M","M","inform","Did Patrick inform Sam that Mary is pregnant?","1","C","Yes",22,28,"English","Yes",0,"m","",2.90201666666667,1
"100",315,8479,"Grace visited her sister","M","F","hear","Did Andrew hear that Grace visited her sister?","9","C","Yes",23,28,"English","Yes",0,"m","",2.90201666666667,1
"101",315,4624,"Jackson ran 10 miles","F","M","announce","Did Laura announce that Jackson ran 10 miles?","13","C","Yes",24,28,"English","Yes",0,"m","",2.90201666666667,1
"102",315,1928,"Vanessa is good at math",NA,"M","MC","Is Vanessa good at math?","control4","control","No",25,28,"English","Yes",0,"m","",2.90201666666667,0
"103",315,4729,"Jayden rented a car","F","F","know","Does Stephanie know that Jayden rented a car?","14","NonProj","Yes",26,28,"English","Yes",0,"m","",2.90201666666667,1
"104",315,2425,"Jon walks to work","F","M","reveal","Did Ruth reveal that Jon walks to work?","19","NonProj","Yes",27,28,"English","Yes",0,"m","",2.90201666666667,1
"105",218,8704,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",2,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"106",218,10573,"Charley speaks Spanish","F","F","inform","Did Anna inform Sam that Charley speaks Spanish?","20","C","Yes",3,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,1
"107",218,9785,"Mia drank 2 cocktails last night","M","F","demonstrate","Did Ray demonstrate that Mia drank 2 cocktails last night?","6","C","Yes",4,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,1
"108",218,3351,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",5,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"109",218,6474,"Emma studied on Saturday morning","M","F","pretend","Did Justin pretend that Emma studied on Saturday morning?","3","NonProj","No",6,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"110",218,6144,"Grace visited her sister","M","M","know","Does Andrew know that Grace visited her sister?","9","NonProj","Yes",7,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,1
"111",218,7785,"Emily bought a car yesterday","M","M","think","Does Brian think that Emily bought a car yesterday?","8","NonProj","No",8,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"112",218,3466,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",9,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"113",218,8035,"Owen shoveled snow last winter","F","M","say","Did Cynthia say that Owen shoveled snow last winter?","17","C","No",10,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"114",218,3040,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",11,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"115",218,6837,"Olivia sleeps until noon","M","F","confirm","Did Jerry confirm that Olivia sleeps until noon?","4","C","Yes",12,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,1
"116",218,6971,"Isabella ate a steak on Sunday","M","M","reveal","Did Kevin reveal that Isabella ate a steak on Sunday?","7","NonProj","No",13,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"117",218,4931,"Frank got a cat","F","F","acknowledge","Did Melissa acknowledge that Frank got a cat?","12","C","Yes",14,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,1
"118",218,5132,"Tony had a drink last night","F","M","discover","Did Rebecca discover that Tony had a drink last night?","15","NonProj","Yes",15,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,1
"119",218,3019,"Zack is coming to the meeting tomorrow",NA,"M","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",16,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"120",218,6468,"Danny ate the last cupcake","F","F","see","Did Amanda see that Danny ate the last cupcake?","11","NonProj","Yes",17,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,1
"121",218,5000,"Mary is pregnant","M","F","be_right","Is Patrick right that Mary is pregnant?","1","C","No",18,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"122",218,8622,"Josh learned to ride a bike yesterday","F","M","confess","Did Sharon confess that Josh learned to ride a bike yesterday?","16","C","No",19,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"123",218,5926,"Josie went on vacation to France","M","F","prove","Did Scott prove that Josie went on vacation to France?","2","C","Yes",20,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,1
"124",218,6591,"Sophia got a tattoo","M","F","admit","Did Ben admit that Sophia got a tattoo?","5","C","No",21,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"125",218,6810,"Zoe calculated the tip","M","F","suggest","Did Tim suggest that Zoe calculated the tip?","10","C","No",22,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"126",218,3056,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",23,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"127",218,4954,"Jayden rented a car","F","F","establish","Did Stephanie establish that Jayden rented a car?","14","NonProj","No",24,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"128",218,5618,"Jon walks to work","F","F","be_annoyed","Is Ruth annoyed that Jon walks to work?","19","NonProj","Yes",25,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,1
"129",218,4940,"Jackson ran 10 miles","F","F","hear","Did Laura hear that Jackson ran 10 miles?","13","C","Yes",26,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,1
"130",218,10061,"Julian dances salsa","F","M","announce","Did Kathleen announce that Julian dances salsa?","18","C","No",27,31,"English","Yes",0,"m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",4.56751666666667,0
"131",466,16551,"Jayden rented a car","F","F","inform","Did Stephanie inform Sam that Jayden rented a car?","14","C","Yes",2,32,"english","Yes",0,"f","seems fair for time it took, thank you. ",3.18931666666667,1
"132",466,10769,"Sophia got a tattoo","M","F","pretend","Did Ben pretend that Sophia got a tattoo?","5","NonProj","No",3,32,"english","Yes",0,"f","seems fair for time it took, thank you. ",3.18931666666667,0
"133",466,5210,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",4,32,"english","Yes",0,"f","seems fair for time it took, thank you. ",3.18931666666667,0
"134",466,12136,"Mary is pregnant","M","M","think","Does Patrick think that Mary is pregnant?","1","NonProj","No",5,32,"english","Yes",0,"f","seems fair for time it took, thank you. ",3.18931666666667,0
"135",466,5608,"Tony had a drink last night","F","F","be_right","Is Rebecca right that Tony had a drink last night?","15","C","No",6,32,"english","Yes",0,"f","seems fair for time it took, thank you. ",3.18931666666667,0
"136",466,6988,"Josh learned to ride a bike yesterday","F","M","acknowledge","Did Sharon acknowledge that Josh learned to ride a bike yesterday?","16","C","Yes",7,32,"english","Yes",0,"f","seems fair for time it took, thank you. ",3.18931666666667,1
"137",466,5616,"Jon walks to work","F","F","hear","Did Ruth hear that Jon walks to work?","19","C","Yes",8,32,"english","Yes",0,"f","seems fair for time it took, thank you. ",3.18931666666667,1
"138",466,4063,"Julian dances salsa","F","F","say","Did Kathleen say that Julian dances salsa?","18","C","Yes",9,32,"english","Yes",0,"f","seems fair for time it took, thank you. ",3.18931666666667,1
"139",466,4656,"Danny ate the last cupcake","F","F","know","Does Amanda know that Danny ate the last cupcake?","11","NonProj","Yes",10,32,"english","Yes",0,"f","seems fair for time it took, thank you. ",3.18931666666667,1
"140",466,7202,"Emily bought a car yesterday","M","M","reveal","Did Brian reveal that Emily bought a car yesterday?","8","NonProj","Yes",11,32,"english","Yes",0,"f","seems fair for time it took, thank you. ",3.18931666666667,1
"141",466,4913,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",12,32,"english","Yes",0,"f","seems fair for time it took, thank you. ",3.18931666666667,0
