"","workerid","rt","prompt","itemType","itemNr","list","item","response","fact","slide_number_in_experiment","gender","american","age","language","comments","Answer.time_in_minutes"
"14",0,3769,"How likely is it that Emily bought a car yesterday?","H","8",1,"8H",0.72,"Emily has been saving for a year.",15,"Male",0,29,"english","",2.0863
"15",0,3007,"How likely is it that Danny ate the last cupcake?","L","11",1,"11L",0.74,"Danny is a diabetic.",16,"Male",0,29,"english","",2.0863
"16",0,3200,"How likely is it that Julian dances salsa?","H","18",1,"18H",0.67,"Julian is Cuban.",17,"Male",0,29,"english","",2.0863
"17",0,2752,"How likely is it that Josh learned to ride a bike yesterday?","H","16",1,"16H",0.7,"Josh is a 5-year old boy.",18,"Male",0,29,"english","",2.0863
"18",0,3288,"How likely is it that Olivia sleeps until noon?","H","4",1,"4H",0.78,"Olivia works the third shift.",19,"Male",0,29,"english","",2.0863
"19",0,3640,"How likely is it that Jon walks to work?","L","19",1,"19L",0.27,"Jon lives 10 miles away from work.",20,"Male",0,29,"english","",2.0863
"20",0,4009,"How likely is it that Owen shoveled snow last winter?","L","17",1,"17L",0.44,"Owen lives in New Orleans.",21,"Male",0,29,"english","",2.0863
"21",0,4000,"How likely is it that Josie went on vacation to France?","H","2",1,"2H",0.79,"Josie loves France.",22,"Male",0,29,"english","",2.0863
"22",0,2952,"How likely is it that Sophia got a tattoo?","L","5",1,"5L",0.74,"Sophia is a high end fashion model.",23,"Male",0,29,"english","",2.0863
"23",1,4571,"How likely is it that Charley speaks Spanish?","L","20",2,"20L",0.12,"Charley lives in Korea.",2,"Female",0,69,"en","$0.60",2.00643333333333
"24",1,3767,"How likely is it that Owen shoveled snow last winter?","H","17",2,"17H",0.85,"Owen lives in Chicago.",3,"Female",0,69,"en","$0.60",2.00643333333333
"25",1,4688,"How likely is it that Mary is pregnant?","H","1",2,"1H",0.9,"Mary is taking a prenatal yoga class.",4,"Female",0,69,"en","$0.60",2.00643333333333
"26",1,4751,"How likely is it that Emma studied on Saturday morning?","H","3",2,"3H",0.52,"Emma is in law school.",5,"Female",0,69,"en","$0.60",2.00643333333333
"27",1,4352,"How likely is it that Sophia got a tattoo?","H","5",2,"5H",0.49,"Sophia is a hipster.",6,"Female",0,69,"en","$0.60",2.00643333333333
"28",1,3544,"How likely is it that Josh learned to ride a bike yesterday?","L","16",2,"16L",0.23,"Josh is a 75-year old man.",7,"Female",0,69,"en","$0.60",2.00643333333333
"29",1,3352,"How likely is it that Jayden rented a car?","L","14",2,"14L",0.03,"Jayden doesn&quotechart have a driver&quotechars license.",8,"Female",0,69,"en","$0.60",2.00643333333333
"30",1,3120,"How likely is it that Barry lives in Europe?","F","F",2,"F1",1,"Barry lives in Germany.",9,"Female",0,69,"en","$0.60",2.00643333333333
"31",1,3575,"How likely is it that Danny ate the last cupcake?","H","11",2,"11H",0.64,"Danny loves cake.",10,"Female",0,69,"en","$0.60",2.00643333333333
"32",1,17256,"How likely is it that Jon walks to work?","H","19",2,"19H",0.64,"Jon lives 2 blocks away from work.",11,"Female",0,69,"en","$0.60",2.00643333333333
"33",1,3834,"How likely is it that Josie went on vacation to France?","L","2",2,"2L",0.02,"Josie doesn&quotechart have a passport.",12,"Female",0,69,"en","$0.60",2.00643333333333
"34",1,3214,"How likely is it that Tammy speaks Italian and Greek?","F","F",2,"F2",0,"Tammy is a rabbit.",13,"Female",0,69,"en","$0.60",2.00643333333333
"35",1,2847,"How likely is it that Mia drank 2 cocktails last night?","L","6",2,"6L",0.01,"Mia is a nun.",14,"Female",0,69,"en","$0.60",2.00643333333333
"36",1,3520,"How likely is it that Isabella ate a steak on Sunday?","H","7",2,"7H",0.49,"Isabella is from Argentina.",15,"Female",0,69,"en","$0.60",2.00643333333333
"37",1,3167,"How likely is it that Julian dances salsa?","L","18",2,"18L",0.27,"Julian is German.",16,"Female",0,69,"en","$0.60",2.00643333333333
"38",1,3328,"How likely is it that Emily bought a car yesterday?","L","8",2,"8L",0.06,"Emily never has any money.",17,"Female",0,69,"en","$0.60",2.00643333333333
"39",1,3759,"How likely is it that Zoe calculated the tip?","L","10",2,"10L",0.08,"Zoe is 5 years old.",18,"Female",0,69,"en","$0.60",2.00643333333333
"40",1,5146,"How likely is it that Tony had a drink last night?","H","15",2,"15H",0.62,"Tony really likes to party with his friends.",19,"Female",0,69,"en","$0.60",2.00643333333333
"41",1,3053,"How likely is it that Frank got a cat?","L","12",2,"12L",0.07,"Frank is allergic to cats.",20,"Female",0,69,"en","$0.60",2.00643333333333
"42",1,3466,"How likely is it that Olivia sleeps until noon?","L","4",2,"4L",0.09,"Olivia has two small children.",21,"Female",0,69,"en","$0.60",2.00643333333333
"43",1,3718,"How likely is it that Jackson ran 10 miles?","H","13",2,"13H",0.74,"Jackson is training for a marathon.",22,"Female",0,69,"en","$0.60",2.00643333333333
"44",1,3319,"How likely is it that Grace visited her sister?","H","9",2,"9H",0.75,"Grace loves her sister.",23,"Female",0,69,"en","$0.60",2.00643333333333
"45",2,5151,"How likely is it that Jackson ran 10 miles?","L","13",1,"13L",0.22,"Jackson is obese.",2,"Male",0,21,"english","",2.14285
"46",2,8320,"How likely is it that Julian dances salsa?","H","18",1,"18H",0.68,"Julian is Cuban.",3,"Male",0,21,"english","",2.14285
"47",2,6960,"How likely is it that Tony had a drink last night?","L","15",1,"15L",0,"Tony has been sober for 20 years.",4,"Male",0,21,"english","",2.14285
"48",2,5312,"How likely is it that Grace visited her sister?","L","9",1,"9L",0.13,"Grace hates her sister.",5,"Male",0,21,"english","",2.14285
"49",2,3559,"How likely is it that Isabella ate a steak on Sunday?","L","7",1,"7L",0,"Isabella is a vegetarian.",6,"Male",0,21,"english","",2.14285
"50",2,4001,"How likely is it that Mia drank 2 cocktails last night?","H","6",1,"6H",0.78,"Mia is a college student.",7,"Male",0,21,"english","",2.14285
"51",2,6424,"How likely is it that Emily bought a car yesterday?","H","8",1,"8H",0.5,"Emily has been saving for a year.",8,"Male",0,21,"english","",2.14285
"52",2,4904,"How likely is it that Owen shoveled snow last winter?","L","17",1,"17L",0.27,"Owen lives in New Orleans.",9,"Male",0,21,"english","",2.14285
"53",2,4424,"How likely is it that Josh learned to ride a bike yesterday?","H","16",1,"16H",0.73,"Josh is a 5-year old boy.",10,"Male",0,21,"english","",2.14285
"54",2,4047,"How likely is it that Jayden rented a car?","H","14",1,"14H",0.68,"Jayden&quotechars car is in the shop.",11,"Male",0,21,"english","",2.14285
"55",2,3433,"How likely is it that Zoe calculated the tip?","H","10",1,"10H",0.83,"Zoe is a math major.",12,"Male",0,21,"english","",2.14285
"56",2,3039,"How likely is it that Danny ate the last cupcake?","L","11",1,"11L",0.11,"Danny is a diabetic.",13,"Male",0,21,"english","",2.14285
"57",2,4544,"How likely is it that Jon walks to work?","L","19",1,"19L",0,"Jon lives 10 miles away from work.",14,"Male",0,21,"english","",2.14285
"58",2,4463,"How likely is it that Charley speaks Spanish?","H","20",1,"20H",0.86,"Charley lives in Mexico.",15,"Male",0,21,"english","",2.14285
"59",2,3145,"How likely is it that Mary is pregnant?","L","1",1,"1L",0,"Mary is a middle school student.",16,"Male",0,21,"english","",2.14285
"60",2,3752,"How likely is it that Sophia got a tattoo?","L","5",1,"5L",0.49,"Sophia is a high end fashion model.",17,"Male",0,21,"english","",2.14285
"61",2,4000,"How likely is it that Barry lives in Europe?","F","F",1,"F1",1,"Barry lives in Germany.",18,"Male",0,21,"english","",2.14285
"62",2,6432,"How likely is it that Tammy speaks Italian and Greek?","F","F",1,"F2",0,"Tammy is a rabbit.",19,"Male",0,21,"english","",2.14285
"63",2,4896,"How likely is it that Josie went on vacation to France?","H","2",1,"2H",0.83,"Josie loves France.",20,"Male",0,21,"english","",2.14285
"64",2,3465,"How likely is it that Frank got a cat?","H","12",1,"12H",0.77,"Frank has always wanted a pet.",21,"Male",0,21,"english","",2.14285
"65",2,9743,"How likely is it that Emma studied on Saturday morning?","L","3",1,"3L",0.42,"Emma is in first grade.",22,"Male",0,21,"english","",2.14285
"66",2,6136,"How likely is it that Olivia sleeps until noon?","H","4",1,"4H",0.8,"Olivia works the third shift.",23,"Male",0,21,"english","",2.14285
"67",3,5246,"How likely is it that Josie went on vacation to France?","L","2",2,"2L",0.02,"Josie doesn&quotechart have a passport.",2,"Female",0,39,"English","",2.32885
"68",3,4420,"How likely is it that Jon walks to work?","H","19",2,"19H",0.75,"Jon lives 2 blocks away from work.",3,"Female",0,39,"English","",2.32885
"69",3,4418,"How likely is it that Emily bought a car yesterday?","L","8",2,"8L",0.02,"Emily never has any money.",4,"Female",0,39,"English","",2.32885
"70",3,9196,"How likely is it that Olivia sleeps until noon?","L","4",2,"4L",0.01,"Olivia has two small children.",5,"Female",0,39,"English","",2.32885
"71",3,3604,"How likely is it that Grace visited her sister?","H","9",2,"9H",0.78,"Grace loves her sister.",6,"Female",0,39,"English","",2.32885
"72",3,4421,"How likely is it that Tony had a drink last night?","H","15",2,"15H",0.63,"Tony really likes to party with his friends.",7,"Female",0,39,"English","",2.32885
"73",3,4218,"How likely is it that Sophia got a tattoo?","H","5",2,"5H",0.46,"Sophia is a hipster.",8,"Female",0,39,"English","",2.32885
"74",3,3391,"How likely is it that Zoe calculated the tip?","L","10",2,"10L",0.03,"Zoe is 5 years old.",9,"Female",0,39,"English","",2.32885
"75",3,3631,"How likely is it that Mia drank 2 cocktails last night?","L","6",2,"6L",0.52,"Mia is a nun.",10,"Female",0,39,"English","",2.32885
"76",3,3798,"How likely is it that Frank got a cat?","L","12",2,"12L",0.08,"Frank is allergic to cats.",11,"Female",0,39,"English","",2.32885
"77",3,5705,"How likely is it that Julian dances salsa?","L","18",2,"18L",0.39,"Julian is German.",12,"Female",0,39,"English","",2.32885
"78",3,3607,"How likely is it that Danny ate the last cupcake?","H","11",2,"11H",0.79,"Danny loves cake.",13,"Female",0,39,"English","",2.32885
"79",3,7890,"How likely is it that Isabella ate a steak on Sunday?","H","7",2,"7H",0.48,"Isabella is from Argentina.",14,"Female",0,39,"English","",2.32885
"80",3,6006,"How likely is it that Tammy speaks Italian and Greek?","F","F",2,"F2",0.01,"Tammy is a rabbit.",15,"Female",0,39,"English","",2.32885
"81",3,3329,"How likely is it that Emma studied on Saturday morning?","H","3",2,"3H",0.69,"Emma is in law school.",16,"Female",0,39,"English","",2.32885
"82",3,5163,"How likely is it that Barry lives in Europe?","F","F",2,"F1",1,"Barry lives in Germany.",17,"Female",0,39,"English","",2.32885
"83",3,3578,"How likely is it that Mary is pregnant?","H","1",2,"1H",0.9,"Mary is taking a prenatal yoga class.",18,"Female",0,39,"English","",2.32885
"84",3,5523,"How likely is it that Charley speaks Spanish?","L","20",2,"20L",0.26,"Charley lives in Korea.",19,"Female",0,39,"English","",2.32885
"85",3,4094,"How likely is it that Owen shoveled snow last winter?","H","17",2,"17H",0.87,"Owen lives in Chicago.",20,"Female",0,39,"English","",2.32885
"86",3,4890,"How likely is it that Jayden rented a car?","L","14",2,"14L",0.03,"Jayden doesn&quotechart have a driver&quotechars license.",21,"Female",0,39,"English","",2.32885
"87",3,6399,"How likely is it that Jackson ran 10 miles?","H","13",2,"13H",0.95,"Jackson is training for a marathon.",22,"Female",0,39,"English","",2.32885
"88",3,6429,"How likely is it that Josh learned to ride a bike yesterday?","L","16",2,"16L",0.19,"Josh is a 75-year old man.",23,"Female",0,39,"English","",2.32885
"89",4,5888,"How likely is it that Danny ate the last cupcake?","L","11",1,"11L",0.4,"Danny is a diabetic.",2,"Female",0,27,"English","",2.44736666666667
"90",4,4250,"How likely is it that Jayden rented a car?","H","14",1,"14H",0.63,"Jayden&quotechars car is in the shop.",3,"Female",0,27,"English","",2.44736666666667
"91",4,3348,"How likely is it that Mia drank 2 cocktails last night?","H","6",1,"6H",0.65,"Mia is a college student.",4,"Female",0,27,"English","",2.44736666666667
"92",4,4264,"How likely is it that Josie went on vacation to France?","H","2",1,"2H",0.66,"Josie loves France.",5,"Female",0,27,"English","",2.44736666666667
"93",4,4192,"How likely is it that Emma studied on Saturday morning?","L","3",1,"3L",0.38,"Emma is in first grade.",6,"Female",0,27,"English","",2.44736666666667
"94",4,13319,"How likely is it that Tammy speaks Italian and Greek?","F","F",1,"F2",0.02,"Tammy is a rabbit.",7,"Female",0,27,"English","",2.44736666666667
"95",4,4314,"How likely is it that Owen shoveled snow last winter?","L","17",1,"17L",0.66,"Owen lives in New Orleans.",8,"Female",0,27,"English","",2.44736666666667
"96",4,7092,"How likely is it that Frank got a cat?","H","12",1,"12H",0.57,"Frank has always wanted a pet.",9,"Female",0,27,"English","",2.44736666666667
"97",4,10616,"How likely is it that Grace visited her sister?","L","9",1,"9L",0.18,"Grace hates her sister.",10,"Female",0,27,"English","",2.44736666666667
"98",4,5419,"How likely is it that Julian dances salsa?","H","18",1,"18H",0.54,"Julian is Cuban.",11,"Female",0,27,"English","",2.44736666666667
"99",4,5878,"How likely is it that Josh learned to ride a bike yesterday?","H","16",1,"16H",0.57,"Josh is a 5-year old boy.",12,"Female",0,27,"English","",2.44736666666667
"100",4,3326,"How likely is it that Tony had a drink last night?","L","15",1,"15L",0.09,"Tony has been sober for 20 years.",13,"Female",0,27,"English","",2.44736666666667
"101",4,4515,"How likely is it that Sophia got a tattoo?","L","5",1,"5L",0.24,"Sophia is a high end fashion model.",14,"Female",0,27,"English","",2.44736666666667
"102",4,3530,"How likely is it that Emily bought a car yesterday?","H","8",1,"8H",0.5,"Emily has been saving for a year.",15,"Female",0,27,"English","",2.44736666666667
"103",4,6278,"How likely is it that Charley speaks Spanish?","H","20",1,"20H",1,"Charley lives in Mexico.",16,"Female",0,27,"English","",2.44736666666667
"104",4,5718,"How likely is it that Barry lives in Europe?","F","F",1,"F1",0.99,"Barry lives in Germany.",17,"Female",0,27,"English","",2.44736666666667
"105",4,6518,"How likely is it that Zoe calculated the tip?","H","10",1,"10H",0.93,"Zoe is a math major.",18,"Female",0,27,"English","",2.44736666666667
"106",4,3460,"How likely is it that Jon walks to work?","L","19",1,"19L",0.12,"Jon lives 10 miles away from work.",19,"Female",0,27,"English","",2.44736666666667
"107",4,7382,"How likely is it that Jackson ran 10 miles?","L","13",1,"13L",0.05,"Jackson is obese.",20,"Female",0,27,"English","",2.44736666666667
"108",4,3103,"How likely is it that Olivia sleeps until noon?","H","4",1,"4H",0.94,"Olivia works the third shift.",21,"Female",0,27,"English","",2.44736666666667
"109",4,6382,"How likely is it that Isabella ate a steak on Sunday?","L","7",1,"7L",0.04,"Isabella is a vegetarian.",22,"Female",0,27,"English","",2.44736666666667
"110",4,6232,"How likely is it that Mary is pregnant?","L","1",1,"1L",0.07,"Mary is a middle school student.",23,"Female",0,27,"English","",2.44736666666667
"111",5,6640,"How likely is it that Josh learned to ride a bike yesterday?","L","16",2,"16L",0.12,"Josh is a 75-year old man.",2,"Female",0,42,"English","",2.66116666666667
"112",5,5766,"How likely is it that Tony had a drink last night?","H","15",2,"15H",0.95,"Tony really likes to party with his friends.",3,"Female",0,42,"English","",2.66116666666667
"113",5,5393,"How likely is it that Frank got a cat?","L","12",2,"12L",0.05,"Frank is allergic to cats.",4,"Female",0,42,"English","",2.66116666666667
"114",5,10604,"How likely is it that Jon walks to work?","H","19",2,"19H",0.94,"Jon lives 2 blocks away from work.",5,"Female",0,42,"English","",2.66116666666667
"115",5,8452,"How likely is it that Mia drank 2 cocktails last night?","L","6",2,"6L",0.06,"Mia is a nun.",6,"Female",0,42,"English","",2.66116666666667
"116",5,12241,"How likely is it that Zoe calculated the tip?","L","10",2,"10L",0.06,"Zoe is 5 years old.",7,"Female",0,42,"English","",2.66116666666667
"117",5,6642,"How likely is it that Mary is pregnant?","H","1",2,"1H",0.94,"Mary is taking a prenatal yoga class.",8,"Female",0,42,"English","",2.66116666666667
"118",5,4752,"How likely is it that Julian dances salsa?","L","18",2,"18L",0.49,"Julian is German.",9,"Female",0,42,"English","",2.66116666666667
"119",5,5450,"How likely is it that Owen shoveled snow last winter?","H","17",2,"17H",0.94,"Owen lives in Chicago.",10,"Female",0,42,"English","",2.66116666666667
"120",5,3969,"How likely is it that Charley speaks Spanish?","L","20",2,"20L",0.5,"Charley lives in Korea.",11,"Female",0,42,"English","",2.66116666666667
"121",5,4189,"How likely is it that Danny ate the last cupcake?","H","11",2,"11H",0.5,"Danny loves cake.",12,"Female",0,42,"English","",2.66116666666667
"122",5,7655,"How likely is it that Grace visited her sister?","H","9",2,"9H",0.95,"Grace loves her sister.",13,"Female",0,42,"English","",2.66116666666667
"123",5,4687,"How likely is it that Isabella ate a steak on Sunday?","H","7",2,"7H",0.5,"Isabella is from Argentina.",14,"Female",0,42,"English","",2.66116666666667
"124",5,5918,"How likely is it that Jackson ran 10 miles?","H","13",2,"13H",0.99,"Jackson is training for a marathon.",15,"Female",0,42,"English","",2.66116666666667
"125",5,4793,"How likely is it that Sophia got a tattoo?","H","5",2,"5H",0.5,"Sophia is a hipster.",16,"Female",0,42,"English","",2.66116666666667
"126",5,4684,"How likely is it that Jayden rented a car?","L","14",2,"14L",0,"Jayden doesn&quotechart have a driver&quotechars license.",17,"Female",0,42,"English","",2.66116666666667
"127",5,4243,"How likely is it that Emma studied on Saturday morning?","H","3",2,"3H",0.9,"Emma is in law school.",18,"Female",0,42,"English","",2.66116666666667
"128",5,4445,"How likely is it that Emily bought a car yesterday?","L","8",2,"8L",0.01,"Emily never has any money.",19,"Female",0,42,"English","",2.66116666666667
"129",5,6230,"How likely is it that Olivia sleeps until noon?","L","4",2,"4L",0.03,"Olivia has two small children.",20,"Female",0,42,"English","",2.66116666666667
"130",5,4779,"How likely is it that Barry lives in Europe?","F","F",2,"F1",0.98,"Barry lives in Germany.",21,"Female",0,42,"English","",2.66116666666667
"131",5,4307,"How likely is it that Josie went on vacation to France?","L","2",2,"2L",0.01,"Josie doesn&quotechart have a passport.",22,"Female",0,42,"English","",2.66116666666667
"132",5,4490,"How likely is it that Tammy speaks Italian and Greek?","F","F",2,"F2",0.01,"Tammy is a rabbit.",23,"Female",0,42,"English","",2.66116666666667
"133",6,5649,"How likely is it that Barry lives in Europe?","F","F",1,"F1",1,"Barry lives in Germany.",2,"Male",0,32,"English","",2.74196666666667
"134",6,4167,"How likely is it that Charley speaks Spanish?","H","20",1,"20H",0.88,"Charley lives in Mexico.",3,"Male",0,32,"English","",2.74196666666667
"135",6,10832,"How likely is it that Danny ate the last cupcake?","L","11",1,"11L",0.62,"Danny is a diabetic.",4,"Male",0,32,"English","",2.74196666666667
"136",6,7249,"How likely is it that Sophia got a tattoo?","L","5",1,"5L",0.25,"Sophia is a high end fashion model.",5,"Male",0,32,"English","",2.74196666666667
"137",6,4205,"How likely is it that Julian dances salsa?","H","18",1,"18H",0.74,"Julian is Cuban.",6,"Male",0,32,"English","",2.74196666666667
"138",6,3927,"How likely is it that Jayden rented a car?","H","14",1,"14H",0.58,"Jayden&quotechars car is in the shop.",7,"Male",0,32,"English","",2.74196666666667
"139",6,5781,"How likely is it that Owen shoveled snow last winter?","L","17",1,"17L",0.05,"Owen lives in New Orleans.",8,"Male",0,32,"English","",2.74196666666667
"140",6,5724,"How likely is it that Jon walks to work?","L","19",1,"19L",0.18,"Jon lives 10 miles away from work.",9,"Male",0,32,"English","",2.74196666666667
"141",6,4268,"How likely is it that Tony had a drink last night?","L","15",1,"15L",0.09,"Tony has been sober for 20 years.",10,"Male",0,32,"English","",2.74196666666667
"142",6,5230,"How likely is it that Tammy speaks Italian and Greek?","F","F",1,"F2",0,"Tammy is a rabbit.",11,"Male",0,32,"English","",2.74196666666667
"143",6,4155,"How likely is it that Isabella ate a steak on Sunday?","L","7",1,"7L",0.07,"Isabella is a vegetarian.",12,"Male",0,32,"English","",2.74196666666667
"144",6,4478,"How likely is it that Grace visited her sister?","L","9",1,"9L",0.31,"Grace hates her sister.",13,"Male",0,32,"English","",2.74196666666667
"145",6,6873,"How likely is it that Josh learned to ride a bike yesterday?","H","16",1,"16H",0.56,"Josh is a 5-year old boy.",14,"Male",0,32,"English","",2.74196666666667
"146",6,4903,"How likely is it that Mary is pregnant?","L","1",1,"1L",0.12,"Mary is a middle school student.",15,"Male",0,32,"English","",2.74196666666667
"147",6,6973,"How likely is it that Olivia sleeps until noon?","H","4",1,"4H",0.62,"Olivia works the third shift.",16,"Male",0,32,"English","",2.74196666666667
"148",6,5835,"How likely is it that Frank got a cat?","H","12",1,"12H",0.57,"Frank has always wanted a pet.",17,"Male",0,32,"English","",2.74196666666667
"149",6,4846,"How likely is it that Josie went on vacation to France?","H","2",1,"2H",0.42,"Josie loves France.",18,"Male",0,32,"English","",2.74196666666667
"150",6,5247,"How likely is it that Emily bought a car yesterday?","H","8",1,"8H",0.31,"Emily has been saving for a year.",19,"Male",0,32,"English","",2.74196666666667
"151",6,6547,"How likely is it that Zoe calculated the tip?","H","10",1,"10H",0.69,"Zoe is a math major.",20,"Male",0,32,"English","",2.74196666666667
"152",6,8241,"How likely is it that Emma studied on Saturday morning?","L","3",1,"3L",0.3,"Emma is in first grade.",21,"Male",0,32,"English","",2.74196666666667
"153",6,4638,"How likely is it that Mia drank 2 cocktails last night?","H","6",1,"6H",0.68,"Mia is a college student.",22,"Male",0,32,"English","",2.74196666666667
"154",6,7748,"How likely is it that Jackson ran 10 miles?","L","13",1,"13L",0.06,"Jackson is obese.",23,"Male",0,32,"English","",2.74196666666667
"177",8,11278,"How likely is it that Olivia sleeps until noon?","L","4",2,"4L",0.17,"Olivia has two small children.",2,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"178",8,6360,"How likely is it that Zoe calculated the tip?","L","10",2,"10L",0.22,"Zoe is 5 years old.",3,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"179",8,4447,"How likely is it that Emma studied on Saturday morning?","H","3",2,"3H",0.79,"Emma is in law school.",4,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"180",8,6420,"How likely is it that Mia drank 2 cocktails last night?","L","6",2,"6L",0.02,"Mia is a nun.",5,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"181",8,6853,"How likely is it that Josh learned to ride a bike yesterday?","L","16",2,"16L",0.19,"Josh is a 75-year old man.",6,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"182",8,6051,"How likely is it that Emily bought a car yesterday?","L","8",2,"8L",0.02,"Emily never has any money.",7,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"183",8,7229,"How likely is it that Julian dances salsa?","L","18",2,"18L",0.44,"Julian is German.",8,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"184",8,13738,"How likely is it that Mary is pregnant?","H","1",2,"1H",1,"Mary is taking a prenatal yoga class.",9,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"185",8,6200,"How likely is it that Josie went on vacation to France?","L","2",2,"2L",0.01,"Josie doesn&quotechart have a passport.",10,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"186",8,5663,"How likely is it that Danny ate the last cupcake?","H","11",2,"11H",0.78,"Danny loves cake.",11,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"187",8,5500,"How likely is it that Grace visited her sister?","H","9",2,"9H",0.9,"Grace loves her sister.",12,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"188",8,6908,"How likely is it that Barry lives in Europe?","F","F",2,"F1",1,"Barry lives in Germany.",13,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"189",8,5256,"How likely is it that Frank got a cat?","L","12",2,"12L",0.08,"Frank is allergic to cats.",14,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"190",8,7086,"How likely is it that Isabella ate a steak on Sunday?","H","7",2,"7H",0.71,"Isabella is from Argentina.",15,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"191",8,4207,"How likely is it that Sophia got a tattoo?","H","5",2,"5H",0.81,"Sophia is a hipster.",16,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"192",8,5346,"How likely is it that Jayden rented a car?","L","14",2,"14L",0,"Jayden doesn&quotechart have a driver&quotechars license.",17,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"193",8,6700,"How likely is it that Owen shoveled snow last winter?","H","17",2,"17H",0.85,"Owen lives in Chicago.",18,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"194",8,7696,"How likely is it that Tony had a drink last night?","H","15",2,"15H",0.73,"Tony really likes to party with his friends.",19,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"195",8,6406,"How likely is it that Tammy speaks Italian and Greek?","F","F",2,"F2",0,"Tammy is a rabbit.",20,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"196",8,4787,"How likely is it that Jon walks to work?","H","19",2,"19H",0.79,"Jon lives 2 blocks away from work.",21,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"197",8,7974,"How likely is it that Charley speaks Spanish?","L","20",2,"20L",0.38,"Charley lives in Korea.",22,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"198",8,7400,"How likely is it that Jackson ran 10 miles?","H","13",2,"13H",0.99,"Jackson is training for a marathon.",23,"Female",0,38,"English","Very good experiment and great pay",3.34333333333333
"199",9,8861,"How likely is it that Tony had a drink last night?","L","15",1,"15L",0.21,"Tony has been sober for 20 years.",2,"Female",0,52,"English","The pay is very fair!",3.63648333333333
"200",9,8167,"How likely is it that Mary is pregnant?","L","1",1,"1L",0.32,"Mary is a middle school student.",3,"Female",0,52,"English","The pay is very fair!",3.63648333333333
"201",9,6696,"How likely is it that Olivia sleeps until noon?","H","4",1,"4H",0.99,"Olivia works the third shift.",4,"Female",0,52,"English","The pay is very fair!",3.63648333333333
"202",9,6743,"How likely is it that Jon walks to work?","L","19",1,"19L",0.12,"Jon lives 10 miles away from work.",5,"Female",0,52,"English","The pay is very fair!",3.63648333333333
