workerid,rt,prompt,itemType,itemNr,list,item,response,fact,slide_number_in_experiment,gender,american,age,language,comments,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
0,2256,How likely is it that Jayden rented a car?,H,14,1,14H,0.7,Jayden&quotechars car is in the shop.,12,Male,0,29,english,,Windows,864,1536,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3180JW2OT4D0O68M79ARRO1466N5JK,0,Submitted,Mon Nov 13 23:52:03 EST 2017,Mon Nov 13 07:09:54 EST 2017,Mon Nov 13 07:12:03 EST 2017,,,,,,undefined,2.0863,[]
0,10631,How likely is it that Grace visited her sister?,L,9,1,9L,0.21,Grace hates her sister.,13,Male,0,29,english,,Windows,864,1536,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3180JW2OT4D0O68M79ARRO1466N5JK,0,Submitted,Mon Nov 13 23:52:03 EST 2017,Mon Nov 13 07:09:54 EST 2017,Mon Nov 13 07:12:03 EST 2017,,,,,,undefined,2.0863,[]
0,3800,How likely is it that Mia drank 2 cocktails last night?,H,6,1,6H,0.84,Mia is a college student.,14,Male,0,29,english,,Windows,864,1536,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3180JW2OT4D0O68M79ARRO1466N5JK,0,Submitted,Mon Nov 13 23:52:03 EST 2017,Mon Nov 13 07:09:54 EST 2017,Mon Nov 13 07:12:03 EST 2017,,,,,,undefined,2.0863,[]
0,3769,How likely is it that Emily bought a car yesterday?,H,8,1,8H,0.72,Emily has been saving for a year.,15,Male,0,29,english,,Windows,864,1536,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3180JW2OT4D0O68M79ARRO1466N5JK,0,Submitted,Mon Nov 13 23:52:03 EST 2017,Mon Nov 13 07:09:54 EST 2017,Mon Nov 13 07:12:03 EST 2017,,,,,,undefined,2.0863,[]
0,3007,How likely is it that Danny ate the last cupcake?,L,11,1,11L,0.74,Danny is a diabetic.,16,Male,0,29,english,,Windows,864,1536,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3180JW2OT4D0O68M79ARRO1466N5JK,0,Submitted,Mon Nov 13 23:52:03 EST 2017,Mon Nov 13 07:09:54 EST 2017,Mon Nov 13 07:12:03 EST 2017,,,,,,undefined,2.0863,[]
0,3200,How likely is it that Julian dances salsa?,H,18,1,18H,0.67,Julian is Cuban.,17,Male,0,29,english,,Windows,864,1536,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3180JW2OT4D0O68M79ARRO1466N5JK,0,Submitted,Mon Nov 13 23:52:03 EST 2017,Mon Nov 13 07:09:54 EST 2017,Mon Nov 13 07:12:03 EST 2017,,,,,,undefined,2.0863,[]
0,2752,How likely is it that Josh learned to ride a bike yesterday?,H,16,1,16H,0.7,Josh is a 5-year old boy.,18,Male,0,29,english,,Windows,864,1536,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3180JW2OT4D0O68M79ARRO1466N5JK,0,Submitted,Mon Nov 13 23:52:03 EST 2017,Mon Nov 13 07:09:54 EST 2017,Mon Nov 13 07:12:03 EST 2017,,,,,,undefined,2.0863,[]
0,3288,How likely is it that Olivia sleeps until noon?,H,4,1,4H,0.78,Olivia works the third shift.,19,Male,0,29,english,,Windows,864,1536,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3180JW2OT4D0O68M79ARRO1466N5JK,0,Submitted,Mon Nov 13 23:52:03 EST 2017,Mon Nov 13 07:09:54 EST 2017,Mon Nov 13 07:12:03 EST 2017,,,,,,undefined,2.0863,[]
0,3640,How likely is it that Jon walks to work?,L,19,1,19L,0.27,Jon lives 10 miles away from work.,20,Male,0,29,english,,Windows,864,1536,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3180JW2OT4D0O68M79ARRO1466N5JK,0,Submitted,Mon Nov 13 23:52:03 EST 2017,Mon Nov 13 07:09:54 EST 2017,Mon Nov 13 07:12:03 EST 2017,,,,,,undefined,2.0863,[]
0,4009,How likely is it that Owen shoveled snow last winter?,L,17,1,17L,0.44,Owen lives in New Orleans.,21,Male,0,29,english,,Windows,864,1536,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3180JW2OT4D0O68M79ARRO1466N5JK,0,Submitted,Mon Nov 13 23:52:03 EST 2017,Mon Nov 13 07:09:54 EST 2017,Mon Nov 13 07:12:03 EST 2017,,,,,,undefined,2.0863,[]
0,4000,How likely is it that Josie went on vacation to France?,H,2,1,2H,0.79,Josie loves France.,22,Male,0,29,english,,Windows,864,1536,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3180JW2OT4D0O68M79ARRO1466N5JK,0,Submitted,Mon Nov 13 23:52:03 EST 2017,Mon Nov 13 07:09:54 EST 2017,Mon Nov 13 07:12:03 EST 2017,,,,,,undefined,2.0863,[]
0,2952,How likely is it that Sophia got a tattoo?,L,5,1,5L,0.74,Sophia is a high end fashion model.,23,Male,0,29,english,,Windows,864,1536,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3180JW2OT4D0O68M79ARRO1466N5JK,0,Submitted,Mon Nov 13 23:52:03 EST 2017,Mon Nov 13 07:09:54 EST 2017,Mon Nov 13 07:12:03 EST 2017,,,,,,undefined,2.0863,[]
1,4571,How likely is it that Charley speaks Spanish?,L,20,2,20L,0.12,Charley lives in Korea.,2,Female,0,69,en,$0.60,Windows,768,1360,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3IJXV6UZ1XKTYIMEMY2UIOR0L9NIRZ,1,Submitted,Mon Nov 13 23:52:04 EST 2017,Mon Nov 13 07:10:00 EST 2017,Mon Nov 13 07:12:04 EST 2017,,,,,,undefined,2.0064333333333333,[]
1,3767,How likely is it that Owen shoveled snow last winter?,H,17,2,17H,0.85,Owen lives in Chicago.,3,Female,0,69,en,$0.60,Windows,768,1360,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3IJXV6UZ1XKTYIMEMY2UIOR0L9NIRZ,1,Submitted,Mon Nov 13 23:52:04 EST 2017,Mon Nov 13 07:10:00 EST 2017,Mon Nov 13 07:12:04 EST 2017,,,,,,undefined,2.0064333333333333,[]
1,4688,How likely is it that Mary is pregnant?,H,1,2,1H,0.9,Mary is taking a prenatal yoga class.,4,Female,0,69,en,$0.60,Windows,768,1360,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3IJXV6UZ1XKTYIMEMY2UIOR0L9NIRZ,1,Submitted,Mon Nov 13 23:52:04 EST 2017,Mon Nov 13 07:10:00 EST 2017,Mon Nov 13 07:12:04 EST 2017,,,,,,undefined,2.0064333333333333,[]
1,4751,How likely is it that Emma studied on Saturday morning?,H,3,2,3H,0.52,Emma is in law school.,5,Female,0,69,en,$0.60,Windows,768,1360,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3IJXV6UZ1XKTYIMEMY2UIOR0L9NIRZ,1,Submitted,Mon Nov 13 23:52:04 EST 2017,Mon Nov 13 07:10:00 EST 2017,Mon Nov 13 07:12:04 EST 2017,,,,,,undefined,2.0064333333333333,[]
1,4352,How likely is it that Sophia got a tattoo?,H,5,2,5H,0.49,Sophia is a hipster.,6,Female,0,69,en,$0.60,Windows,768,1360,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3IJXV6UZ1XKTYIMEMY2UIOR0L9NIRZ,1,Submitted,Mon Nov 13 23:52:04 EST 2017,Mon Nov 13 07:10:00 EST 2017,Mon Nov 13 07:12:04 EST 2017,,,,,,undefined,2.0064333333333333,[]
1,3544,How likely is it that Josh learned to ride a bike yesterday?,L,16,2,16L,0.23,Josh is a 75-year old man.,7,Female,0,69,en,$0.60,Windows,768,1360,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3IJXV6UZ1XKTYIMEMY2UIOR0L9NIRZ,1,Submitted,Mon Nov 13 23:52:04 EST 2017,Mon Nov 13 07:10:00 EST 2017,Mon Nov 13 07:12:04 EST 2017,,,,,,undefined,2.0064333333333333,[]
1,3352,How likely is it that Jayden rented a car?,L,14,2,14L,0.03,Jayden doesn&quotechart have a driver&quotechars license.,8,Female,0,69,en,$0.60,Windows,768,1360,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3IJXV6UZ1XKTYIMEMY2UIOR0L9NIRZ,1,Submitted,Mon Nov 13 23:52:04 EST 2017,Mon Nov 13 07:10:00 EST 2017,Mon Nov 13 07:12:04 EST 2017,,,,,,undefined,2.0064333333333333,[]
1,3120,How likely is it that Barry lives in Europe?,F,F,2,F1,1,Barry lives in Germany.,9,Female,0,69,en,$0.60,Windows,768,1360,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3IJXV6UZ1XKTYIMEMY2UIOR0L9NIRZ,1,Submitted,Mon Nov 13 23:52:04 EST 2017,Mon Nov 13 07:10:00 EST 2017,Mon Nov 13 07:12:04 EST 2017,,,,,,undefined,2.0064333333333333,[]
1,3575,How likely is it that Danny ate the last cupcake?,H,11,2,11H,0.64,Danny loves cake.,10,Female,0,69,en,$0.60,Windows,768,1360,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3IJXV6UZ1XKTYIMEMY2UIOR0L9NIRZ,1,Submitted,Mon Nov 13 23:52:04 EST 2017,Mon Nov 13 07:10:00 EST 2017,Mon Nov 13 07:12:04 EST 2017,,,,,,undefined,2.0064333333333333,[]
1,17256,How likely is it that Jon walks to work?,H,19,2,19H,0.64,Jon lives 2 blocks away from work.,11,Female,0,69,en,$0.60,Windows,768,1360,Chrome,3SR6AEG6W5UZD4PM49711OOYEDVYH1,3BH55VSCCHFJGT0KC92JQ5Y4DW0JB7,Language study,A 4-minute language experiment,language experiment study communication fun cognitive science,$0.55,Mon Nov 13 07:09:44 EST 2017,95,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Nov 16 07:09:44 EST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5UZD4PM49711OOYEDVYH1,3IJXV6UZ1XKTYIMEMY2UIOR0L9NIRZ,1,Submitted,Mon Nov 13 23:52:04 EST 2017,Mon Nov 13 07:10:00 EST 2017,Mon Nov 13 07:12:04 EST 2017,,,,,,undefined,2.0064333333333333,[]
